,value
2020-01-02,0.9915680526851695
2020-01-03,0.9969420453383953
2020-01-06,0.9954851940218518
2020-01-07,0.9985275646074055
2020-01-08,1.0039658491375825
2020-01-09,1.0029039750832014
2020-01-10,1.0085811904617132
2020-01-13,1.0056330780564593
2020-01-14,1.0085841402459879
2020-01-15,1.0150891063206229
2020-01-16,1.0180428179868624
2020-01-17,1.0202549886954309
2020-01-21,1.0210732810698886
2020-01-22,1.0232099792572074
2020-01-23,1.0171423146026721
2020-01-24,1.0061030630590586
2020-01-27,1.014547301923186
2020-01-28,1.017846801597684
2020-01-29,1.016813400777088
2020-01-30,1.0082418057323068
2020-01-31,1.0127734716485937
2020-02-03,1.0213780050388266
2020-02-04,1.029179267121761
2020-02-05,1.0309286018591028
2020-02-06,1.0254441563961043
2020-02-07,1.0286738179786632
2020-02-10,1.0284416663509726
2020-02-11,1.0322459836025386
2020-02-12,1.032170774123233
2020-02-13,1.0364687026538393
2020-02-14,1.0341136748744955
2020-02-18,1.0375650925815032
2020-02-19,1.0344986378876952
2020-02-20,1.0227808007366959
2020-02-21,0.9931432874155294
2020-02-24,0.9664605155420279
2020-02-25,0.9617399729081108
2020-02-26,0.9271203882069309
2020-02-27,0.9179676202556937
2020-02-28,0.9563467116952712
2020-03-02,0.9338160355769551
2020-03-03,0.968251796429428
2020-03-04,0.9410085026377305
2020-03-05,0.9234162358621608
2020-03-06,0.8570492229266274
2020-03-09,0.8921498669053646
2020-03-10,0.8516613692780873
2020-03-11,0.7731069799921407
2020-03-12,0.849044898475267
2020-03-13,0.7672153841977434
2020-03-16,0.800763828498755
2020-03-17,0.7694696289101149
2020-03-18,0.785972646711672
2020-03-19,0.7602246317063259
2020-03-20,0.7424122021957009
2020-03-23,0.8319547452561477
2020-03-24,0.8409412557158615
2020-03-25,0.8927819359716754
2020-03-26,0.8564326341844993
2020-03-27,0.8832954015597726
2020-03-30,0.8716844939139177
2020-03-31,0.8417734290310706
2020-04-01,0.8598382778683042
2020-04-02,0.8479714616878331
2020-04-03,0.8962380115632806
2020-04-06,0.8980853664078806
2020-04-07,0.9209616268319436
2020-04-08,0.9364319942212646
2020-04-09,0.9214287563182391
2020-04-13,0.9327123518929376
2020-04-14,0.9158557276550773
2020-04-15,0.9229185063669769
2020-04-16,0.9470292791092525
2020-04-17,0.9334446658847751
2020-04-20,0.9069606905445043
2020-04-21,0.9314468430525897
2020-04-22,0.9348006956562299
2020-04-23,0.944392352502854
2020-04-24,0.9527950714546503
2020-04-27,0.9491500200771484
2020-04-28,0.9745724408400706
2020-04-29,0.9557465725108939
2020-04-30,0.9252692675204667
2020-05-01,0.928614908270228
2020-05-04,0.9323990005489531
2020-05-05,0.9261192334398355
2020-05-06,0.9357743532943239
2020-05-07,0.9490152802280309
2020-05-08,0.947543154388663
2020-05-11,0.924397072183653
2020-05-12,0.9055826129824349
2020-05-13,0.9222677017049253
2020-05-14,0.9273004806867478
