run_id,experiment_id,timestamp,seed,model_name,model_family,edge_type,directed,graph_window,target_type,target_horizon,corr_window,lookback_window,protocol_version,split_train_end,split_val_start,split_test_start,rebalance_freq,baseline_version,target_policy_hash,split_id,config_hash,run_key,prediction_rows,prediction_unique_pairs,prediction_rmse,prediction_mae,prediction_rank_ic,portfolio_final_value,portfolio_cumulative_return,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe,portfolio_sharpe_daily,portfolio_sharpe_annualized,portfolio_sortino_annualized,portfolio_max_drawdown,portfolio_turnover,runtime_train_seconds,runtime_inference_seconds,run_tag,out_dir,artifact_prefix,category
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2021_1772230419_reb1,2026-02-27 22:13:39,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2020-12-31,regression,1,60,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,1,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,10a3467d9c25,6118456b62e7,8032,8032,0.015029188434253,0.010766790106507001,0.001312740022525,1.3176181173551211,0.30805147983803904,0.30945168022261205,0.11720795000719901,0.15259615916753,0.15259615916753,2.422392209940769,3.352049058566729,-0.062294996634764004,0.583665338645418,5.371665954589844,0.006897211074829001,xgb_node2vec_corr_rolling_cv_y2021,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec,graph_feature
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2021_1772230465_reb1,2026-02-27 22:14:25,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,1,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,6e1ac49698e5,1d8490d92e48,8032,8032,0.015022850574396,0.010756106879091001,0.0009740618015500001,1.306792608499044,0.295401393671371,0.296737845829157,0.119553618259498,0.145376913313673,0.145376913313673,2.307790018303006,3.3972046848967152,-0.044792620612962006,0.66613545816733,0.41394376754760703,0.003350019454956,xgb_raw_rolling_cv_y2021,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw,non_graph
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2021_1772232632_reb1,2026-02-27 22:50:32,42,gat,gnn,corr+sector+granger,True,2000-06-26..2021-12-30,regression,1,60,250,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,1,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,09f784f0bc8d,9b728eaa7b79,8032,8032,0.015141437129016002,0.010863811468456,-0.012511537428000001,1.325156756946029,0.311831356021504,0.31325069980025905,0.12449806324538801,0.147006879138738,0.147006879138738,2.333664834908198,3.267109017821614,-0.056680493144771006,0.6430278884462151,1192.4999389648438,19.326002836227417,gat_corr_sector_granger_rolling_cv_y2021,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat,static_gnn
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2021_1772230420_reb5,2026-02-27 22:13:40,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2020-12-31,regression,1,60,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,5,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,10a3467d9c25,380c6517e36e,8032,8032,0.015029188434253,0.010766790106507001,0.001312740022525,1.2905661753161721,0.281195949885574,0.282461405665729,0.11511878843588301,0.14382320716076402,0.14382320716076402,2.283125781794766,3.29233860149268,-0.055918844832723004,0.13705179282868502,5.371665954589844,0.006897211074829001,xgb_node2vec_corr_rolling_cv_y2021,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_node2vec,graph_feature
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2021_1772230466_reb5,2026-02-27 22:14:26,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,5,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,6e1ac49698e5,b44768c6eda8,8032,8032,0.015022850574396,0.010756106879091001,0.0009740618015500001,1.29181928634921,0.28055859286683804,0.28182087797603,0.11782089314964801,0.141211921431275,0.141211921431275,2.2416727778850802,3.391532244479665,-0.049038529662256004,0.147011952191235,0.41394376754760703,0.003350019454956,xgb_raw_rolling_cv_y2021,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw,non_graph
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2021_1772232633_reb5,2026-02-27 22:50:33,42,gat,gnn,corr+sector+granger,True,2000-06-26..2021-12-30,regression,1,60,250,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,5,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,09f784f0bc8d,218f6a12360c,8032,8032,0.015141437129016002,0.010863811468456,-0.012511537428000001,1.337620246602723,0.324169516357178,0.32565165029757404,0.12291869474269301,0.15361932270561102,0.15361932270561102,2.438634296123884,3.361333655097302,-0.057761408328991,0.150996015936255,1192.4999389648438,19.326002836227417,gat_corr_sector_granger_rolling_cv_y2021,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-3170f4531422__sd-42__tg-fixed-medium,gat,static_gnn
m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_node2vec_corr_rolling_cv_y2024_1772230455_reb21,2026-02-27 22:14:15,42,xgb_node2vec,xgboost,node2vec_correlation,False,2000-03-29..2023-12-29,regression,1,60,60,v1_rolling_cv_subset,2023-12-31,2024-01-01,2024-01-01,21,price_bh_v2_eqw_v2,7ca238b83d6a,5f466004c922,adf0c646efee,6ae7988328bc,8000,8000,0.015629879906773,0.010540594989568,0.012689945257071001,1.239169274043192,0.24960836000125602,0.251837950439571,0.11057647177894901,0.126663832217385,0.126663832217385,2.010728887547129,2.984768844593309,-0.06611323721636,0.036800000000000006,5.962372779846191,0.008360862731933,xgb_node2vec_corr_rolling_cv_y2024,results/runs/m-xgb-node2vec__f-xgboost__e-node2vec-correlation__cw-60__lb-60__sp-5f466004c922__sd-42__tg-fixed-medium,xgb_node2vec,graph_feature
m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw_rolling_cv_y2021_1772230466_reb21,2026-02-27 22:14:26,42,xgb_raw,xgboost,none,False,,regression,1,0,60,v1_rolling_cv_subset,2020-12-31,2021-01-01,2021-01-01,21,price_bh_v2_eqw_v2,3b53bcae1702,3170f4531422,6e1ac49698e5,cf12d074d51b,8032,8032,0.015022850574396,0.010756106879091001,0.0009740618015500001,1.2724262368962351,0.26133459119623303,0.262501842134375,0.116068889905379,0.134985983662601,0.134985983662601,2.142838990217661,3.025531586080795,-0.062692209156521,0.038645418326693,0.41394376754760703,0.003350019454956,xgb_raw_rolling_cv_y2021,results/runs/m-xgb-raw__f-xgboost__e-none__cw-na__lb-60__sp-3170f4531422__sd-42__tg-fixed-medium,xgb_raw,non_graph
m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-5f466004c922__sd-42__tg-fixed-medium,gat_corr_sector_granger_rolling_cv_y2024_1772236723_reb21,2026-02-27 23:58:43,42,gat,gnn,corr+sector+granger,True,2000-06-26..2024-12-27,regression,1,60,250,v1_rolling_cv_subset,2023-12-31,2024-01-01,2024-01-01,21,price_bh_v2_eqw_v2,7ca238b83d6a,5f466004c922,2eedcdffa35d,4327280d24c4,8000,8000,0.016023773513426,0.010940650584670001,0.006014665175640001,1.295808346831491,0.301285576281259,0.304030042674922,0.11633186599770101,0.145167565732705,0.145167565732705,2.304466808811835,3.180416369428325,-0.057204509426184005,0.0388,1360.8621711730957,19.150336027145386,gat_corr_sector_granger_rolling_cv_y2024,results/runs/m-gat__f-gnn__e-corr-sector-granger__cw-60__lb-250__sp-5f466004c922__sd-42__tg-fixed-medium,gat,static_gnn
