run_tag,rebalance_freq,date,relative_wealth
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-04,1.0073136552074136
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-05,1.0022793519123856
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-06,1.0039824037707599
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-07,0.9959159947937779
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-08,0.990022677573393
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-11,0.991057022847419
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-12,0.9900226511441571
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-13,0.9823399041947828
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-14,0.9789470694907009
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-15,0.9955117838260199
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-19,0.9986124683757007
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-20,0.98746598455494
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-21,0.9877684264318257
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-22,0.9892746734209119
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-25,0.9859885051069361
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-26,0.9594830877083799
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-27,0.9933736849254088
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-28,0.9710740018629809
xgb_node2vec_corr_rolling_cv_y2021,1,2021-01-29,1.0002890927802566
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-01,1.0041526356383967
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-02,0.9884591302837923
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-03,0.9871328899011674
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-04,0.982189768961632
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-05,0.9837240033213247
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-08,0.9754442791908937
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-09,0.9800042014966532
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-10,0.9771748702101428
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-11,0.9814042898748784
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-12,0.9791561928386566
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-16,0.9792640373110298
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-17,0.9732257723997174
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-18,0.9743484082027404
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-19,0.9739679188623759
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-22,0.9763414146350103
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-23,0.9790088955498291
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-24,0.9568323752713882
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-25,0.9684692719100747
xgb_node2vec_corr_rolling_cv_y2021,1,2021-02-26,0.9996348475666225
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-01,0.9749148159922242
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-02,0.9653664619592609
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-03,0.9626855267049926
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-04,0.9825634889598865
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-05,0.969661894468147
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-08,0.9845411216666566
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-09,0.9911962313638693
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-10,0.9866042558956354
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-11,0.9893525125675149
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-12,0.9935105968647768
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-15,0.9887241802173588
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-16,0.9930155918608943
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-17,0.9767052402827405
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-18,0.9845255168391857
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-19,0.99013165003388
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-22,0.9811253383805949
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-23,0.9806973195140863
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-24,0.9897432622792088
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-25,0.9949981971522386
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-26,0.980205541815086
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-29,0.9802806159428308
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-30,0.9867295770315208
xgb_node2vec_corr_rolling_cv_y2021,1,2021-03-31,0.9941439647602479
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-01,0.9908341053042407
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-05,0.9826559560543429
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-06,0.9861510555626848
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-07,0.9840489691371036
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-08,0.9896111995471927
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-09,0.984622968372553
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-12,0.9853150342983268
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-13,0.9855286784707825
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-14,0.9972873864970033
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-15,0.9913422350999382
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-16,0.9836008140041
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-19,0.9816966533618953
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-20,0.9931571481416225
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-21,0.9762624841541099
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-22,0.9980009244404697
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-23,0.9881118830706842
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-26,0.9882523132606009
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-27,0.984994996364615
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-28,0.9966915780909802
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-29,0.9830460653238611
xgb_node2vec_corr_rolling_cv_y2021,1,2021-04-30,0.9954686712804399
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-03,0.9845025736131572
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-04,0.9890391403190095
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-05,0.9934758405507487
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-06,0.9905498035921877
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-07,0.9758762101539207
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-10,0.972645427033248
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-11,0.967005806990195
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-12,0.9933591344340559
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-13,0.9950461164889324
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-14,0.9822898547323595
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-17,0.9776802245652134
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-18,0.9819260089111184
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-19,0.9953257395583743
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-20,0.9919621188994496
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-21,0.9990058466226446
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-24,0.9890943522675699
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-25,0.9928769643682874
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-26,0.9932104475329406
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-27,0.9934663879384787
xgb_node2vec_corr_rolling_cv_y2021,1,2021-05-28,0.992244377554398
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-01,0.9915263852358992
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-02,0.9854114614830921
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-03,0.9923888054611083
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-04,0.9813153002760964
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-07,0.9826922040000762
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-08,0.9791789745424089
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-09,0.9844794774811281
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-10,0.9869067828621022
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-11,0.9873512558957571
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-14,0.9861939042710417
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-15,0.9823514752454092
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-16,0.9852012502163936
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-17,0.9786042322540721
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-18,1.0109842383562537
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-21,1.0022309768394155
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-22,0.9949358789553856
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-23,0.9977584590806325
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-24,0.9999835996406413
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-25,0.9944931702189889
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-28,0.9930643787466914
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-29,0.9979716377693765
xgb_node2vec_corr_rolling_cv_y2021,1,2021-06-30,1.0009808680230932
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-01,0.9996378429965036
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-02,0.9840779821849932
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-06,0.9902275043446038
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-07,0.9767181050004063
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-08,0.995541679185516
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-09,0.9850576234459202
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-12,0.9766498239185863
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-13,0.9807840636908878
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-14,0.9787616267569561
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-15,0.9704598812506272
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-16,0.9702912455830995
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-19,0.99617300979002
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-20,0.9876380436742916
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-21,0.9837668702095417
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-22,0.9864615687279574
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-23,0.9864326116086519
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-26,0.9831502093294083
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-27,0.985362426116867
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-28,0.9883640098290742
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-29,0.979599633669996
xgb_node2vec_corr_rolling_cv_y2021,1,2021-07-30,0.9852148470786234
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-02,0.9925002709145885
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-03,0.9807867245931631
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-04,0.9917406772292445
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-05,0.9847821399303271
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-06,0.9804583025915234
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-09,0.9837012229416477
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-10,0.9779781975975067
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-11,0.9774128244510156
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-12,0.976775678786397
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-13,0.9760837553127092
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-16,0.9650204849408068
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-17,0.959942379285004
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-18,0.9661660688927166
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-19,0.9754405426704689
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-20,0.9757814445564063
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-23,0.964965183624954
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-24,0.9628096359869555
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-25,0.9555888134340105
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-26,0.9672431120194959
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-27,0.9651521526247111
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-30,0.9606728848362728
xgb_node2vec_corr_rolling_cv_y2021,1,2021-08-31,0.9655389194400201
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-01,0.972666818103783
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-02,0.9677267715597622
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-03,0.9678036171883099
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-07,0.9692878007110504
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-08,0.970065989501282
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-09,0.9656373528857738
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-10,0.9731964941973057
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-13,0.9640652230328568
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-14,0.9744391388375019
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-15,0.9644855921315328
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-16,0.9588915426276245
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-17,0.9506924988657539
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-20,0.9684154219410352
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-21,0.9780471832244197
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-22,0.9719544980798156
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-23,0.9613462014308736
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-24,0.9577781996390168
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-27,0.9362077764827236
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-28,0.954993695360642
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-29,0.9438430400986318
xgb_node2vec_corr_rolling_cv_y2021,1,2021-09-30,0.9624947591708308
