strategy,cost_bps,cost_label,sharpe_mean,ann_return_mean,max_dd_mean,turnover_mean,n_runs
long_only_topk,0,gross (0 bps),1.2325645465477886,0.16853203274161435,-0.14907867293706556,0.2618387509505972,45
long_only_topk,5,net (5 bps),1.0117334027337672,0.13130344470511288,-0.1555250479635813,0.2618387509505972,45
long_only_topk,10,net (10 bps),0.790728193975552,0.09630570849764197,-0.16224306403603425,0.2618387509505972,45
long_short_top3_bottom3,0,gross (0 bps),-0.024335207105275387,0.0032651308201382956,-0.13988309102539845,0.2013104562015783,30
long_short_top3_bottom3,5,net (5 bps),-0.21171101971508222,-0.021570003816221508,-0.14824039395370214,0.2013104562015783,30
long_short_top3_bottom3,10,net (10 bps),-0.3988714045389319,-0.04557940970987887,-0.1579143304458093,0.2013104562015783,30
