run_tag,model_name,edge_type,rebalance_freq,rebalance_label,cost_bps,cost_label,strategy_label,portfolio_final_value,portfolio_annualized_return,portfolio_sharpe_annualized,portfolio_max_drawdown,portfolio_turnover,n_points,turnover_definition,cost_formula
xgb_node2vec_corr_rolling_cv_y2024,xgb_node2vec,node2vec_correlation,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.1753068767775974,0.18742367445033037,1.6062986146757552,-0.05446916696841175,0.5635999999999999,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2024,xgb_node2vec,node2vec_correlation,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.0953821100898538,0.10661430591478793,0.9278869593047046,-0.0613160512601989,0.5635999999999999,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2801469003016446,0.2881439113946538,2.1879925267424496,-0.05838947542972006,0.6528,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.17990335459913,0.1871007239716751,1.483859955021054,-0.06306300092601291,0.6528,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.087478103743129,0.09395189063139742,0.7803450823444399,-0.06962941468606032,0.6528,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2029805190583676,0.21344608237067564,1.831029046465495,-0.05302612930603667,0.5868,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.1179304351527766,0.1275671739968005,1.1237145372229487,-0.05903837443697013,0.5868,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.038869367546572,0.047742041928796386,0.4182930986499976,-0.06501425427441243,0.5868,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.234810327129566,0.23326081756043227,1.7896814486491537,-0.09581591196528227,0.6305220883534136,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.1416596787320015,0.1397246304346571,1.1478295406519519,-0.11290925170311883,0.6305220883534136,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.0555078238090083,0.05325441293066224,0.5047141606770164,-0.12968485908163796,0.6305220883534136,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2134255806700427,0.20739395342076827,1.6538579312186807,-0.09751348578150609,0.5991967871485944,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.1262443585771804,0.12020262860734254,1.0396874958422957,-0.11470478689776997,0.5991967871485944,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.0453021871316441,0.03928321033625681,0.42576773110958116,-0.13157398299181156,0.5991967871485944,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2037812808850064,0.20342435335867126,1.6170916537831672,-0.11635464504329929,0.6373493975903615,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.1119980187475824,0.11116744814490609,0.9509436994611921,-0.13384568307500755,0.6373493975903615,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.02718544643374,0.02595570440841799,0.2850915349927312,-0.1509961278287575,0.6373493975903615,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.3097310932093775,0.31884990249338485,0.9796693389036388,-0.31386121536902634,0.5476190476190477,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.2223909106424793,0.2315216747871287,0.7712434622022188,-0.31894750014848905,0.5476190476190477,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.1408510267171859,0.14995199184523123,0.5630310717041396,-0.3243070463633365,0.5476190476190477,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.3192726425425874,0.32673117264488893,0.9756176139463976,-0.3170240414590161,0.5503968253968253,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.2308750940872248,0.23845659627639315,0.7741855070639594,-0.32252467648111893,0.5503968253968253,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),1.1483759440255117,0.15603087327798804,0.5729229752209003,-0.3279828911159376,0.5503968253968253,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),1.1425543037098569,0.15135594438736177,0.5450168410926153,-0.3635174864858459,0.6154761904761904,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),1.057323130251916,0.06600530317933329,0.3362850439020769,-0.3670374498169183,0.6154761904761904,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),0.9784231284529193,-0.013045053654602179,0.12755110653976237,-0.370851131870792,0.6154761904761904,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),0.9589424341031029,-0.048720229259903824,-0.08825812661365844,-0.19000293880433827,0.6328,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),0.8859629632139319,-0.12123338157640906,-0.45717012158649634,-0.22253443426451225,0.6328,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),0.8185145003293051,-0.18824189911737865,-0.8256646408643032,-0.2620314946459008,0.6328,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2022,xgb_raw,none,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),0.9038909594889498,-0.09994864360902378,-0.358675681253787,-0.2079692328451328,0.5952000000000001,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2022,xgb_raw,none,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),0.8390378940481011,-0.16460410067584852,-0.7026502363714308,-0.252226611332939,0.5952000000000001,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2022,xgb_raw,none,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),0.7788187864233067,-0.22463405709897633,-1.0465106122373602,-0.2940242999763776,0.5952000000000001,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,1,reb=1,0,gross (0 bps),Top K long-only (equal weight within Top K),0.8562528859252986,-0.14696982698692695,-0.5934151801842467,-0.23763242919353667,0.5788,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,1,reb=1,5,net (5 bps),Top K long-only (equal weight within Top K),0.796420590745227,-0.20663773803845353,-0.9212071622494526,-0.27977989286067684,0.5788,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,1,reb=1,10,net (10 bps),Top K long-only (equal weight within Top K),0.7407524919058022,-0.2621485683930329,-1.2486130694351252,-0.3196093330465639,0.5788,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.3376202466027234,0.32565165029757437,2.438634296123885,-0.057761408328990904,0.150996015936255,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.3125379188704835,0.3013423476287853,2.2838647505203813,-0.0594951832652959,0.150996015936255,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2021,gat,corr+sector+granger,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.287916493312914,0.2774697455869197,2.1282557983747945,-0.06160866722925484,0.150996015936255,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2905661753161712,0.28246140566572775,2.2831257817947654,-0.05591884483272391,0.1370517928286853,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.268585078913663,0.2611605702976465,2.1338932307659366,-0.05808985888380147,0.1370517928286853,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2021,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.2469707733950066,0.2402062518033805,1.9838083705399194,-0.06025661606651678,0.1370517928286853,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2021,xgb_raw,none,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.291819286349211,0.28182087797603117,2.2416727778850785,-0.04903852966225608,0.14701195219123508,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2021,xgb_raw,none,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.2682276301675628,0.2589458845162145,2.084663442129384,-0.05174607173907053,0.14701195219123508,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2021,xgb_raw,none,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.2450578197663853,0.23647044978007337,1.9267997485214654,-0.054447073825010905,0.14701195219123508,251,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2417118702823395,0.25283194944877696,2.0893693989743545,-0.05588672251745175,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.2187248037027887,0.23007961485399586,1.9133813869133514,-0.05692697581412076,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2024,xgb_raw,none,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1961545539504073,0.2077319042141219,1.7365294132651337,-0.05796647105589736,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2024,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2395702528749697,0.2522462698423604,2.0471911451012947,-0.05218715999136725,0.1356,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2024,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.2187575208782853,0.23167992572818696,1.8905290729337207,-0.05323176093576576,0.1356,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2024,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1982870723441506,0.2114443601806255,1.7330535832587588,-0.054275614735512345,0.1356,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2335812040390093,0.2409194253493392,1.9529808840137064,-0.07101079154693202,0.15040000000000003,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.2106269635564526,0.21826225179860148,1.7834481878120272,-0.07203631051349701,0.15040000000000003,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2024,gat,corr+sector+granger,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1880912022111105,0.1960102894670932,1.6130825986197153,-0.07306108549206869,0.15040000000000003,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2204916172136915,0.2203324120205874,1.805150208181861,-0.09222532337386458,0.14216867469879518,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.1990810576571544,0.1992743674298849,1.6485296206371982,-0.09644739647433764,0.14216867469879518,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2023,xgb_raw,none,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1780383800587262,0.17857218649978424,1.4915819557222514,-0.10065141766049412,0.14216867469879518,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2040649529210257,0.1979680760661231,1.6586120671114108,-0.10621543937195888,0.1353413654618474,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.1839452826056822,0.17830311023104728,1.5120768972902074,-0.11001653799049027,0.1353413654618474,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2023,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1641548883066197,0.1589542678753213,1.3653330541969624,-0.11380281211485299,0.1353413654618474,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.1408822450471687,0.1383649960655413,1.1192137550862076,-0.09644825721521044,0.14859437751004015,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.1199699438478536,0.11781330308309679,0.9704529599822832,-0.10110240614765453,0.14859437751004015,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2023,gat,corr+sector+granger,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.099433087343842,0.097624961700153,0.8215549095994436,-0.10573437364834337,0.14859437751004015,249,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.2071211039112684,0.2164201334421727,0.6997900352186177,-0.3102412753992365,0.1380952380952381,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.186330009544995,0.19607151807455891,0.6519291447990343,-0.3114479542435413,0.1380952380952381,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2020,gat,corr+sector+granger,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1658891186574163,0.17605563389396406,0.6040300421841541,-0.312653021494796,0.1380952380952381,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.180748028738286,0.18742340760357123,0.6503802700047323,-0.30456683594081746,0.1416666666666667,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.1598991562140288,0.16704348632054744,0.5995030699033674,-0.30591372600525735,0.1416666666666667,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_raw_rolling_cv_y2020,xgb_raw,none,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.139410747216969,0.14700591559787624,0.5485768047400684,-0.3072585801765224,0.1416666666666667,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),1.154804926067591,0.1628450847960814,0.5928137585217254,-0.32994603674787304,0.14365079365079367,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),1.134138014520969,0.1426095653382351,0.5401296333848272,-0.33114522736244656,0.14365079365079367,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2020,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),1.1138332600459537,0.12271869505958954,0.4873877442703945,-0.33234284384764745,0.14365079365079367,252,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),0.8940274716558062,-0.11361365901708909,-0.4244588331424386,-0.2326098871197365,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),0.8774699306768119,-0.1297244941307074,-0.5132161177953183,-0.24283862018594582,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
gat_corr_sector_granger_rolling_cv_y2022,gat,corr+sector+granger,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),0.8612125766891562,-0.14554875071067774,-0.601962950817443,-0.2529349838138777,0.1496,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,5,reb=5,0,gross (0 bps),Top K long-only (equal weight within Top K),0.8916396701578891,-0.11142840488705696,-0.4321733768648875,-0.20883907099580057,0.1428,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,5,reb=5,5,net (5 bps),Top K long-only (equal weight within Top K),0.8758809283665886,-0.12681845254328417,-0.5163968255694733,-0.21649155490637484,0.1428,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
xgb_node2vec_corr_rolling_cv_y2022,xgb_node2vec,node2vec_correlation,5,reb=5,10,net (10 bps),Top K long-only (equal weight within Top K),0.8603949119972599,-0.14194755272387494,-0.6006560556696737,-0.22407293155652952,0.1428,250,sum(abs(w_t - w_{t-1})),cost_t=(bps/10000)*turnover_t on rebalance dates
