date,ic,hit,daily_return,drawdown
2020-01-02,-0.32954545454545453,0.15,-0.008451078534978231,0.0
2020-01-03,0.056818181818181816,0.5,0.0041095627025752824,0.0
2020-01-06,0.31891495601173014,0.55,-0.003545366525127798,-0.0035453665251278244
2020-01-07,0.19318181818181815,0.7,0.004092903687814072,0.0
2020-01-08,-0.05388563049853372,0.7,0.006130278689497431,0.0
2020-01-09,-0.4824046920821114,0.15,-0.005516103456166491,-0.005516103456166488
2020-01-10,-0.17082111436950145,0.65,0.004645740674986564,-0.0008959891673737674
2020-01-13,-0.05975073313782991,0.5,-0.002668863986907884,-0.0035624618810602415
2020-01-14,-0.4574780058651026,0.4,-0.002615065041281053,-0.006168210852815159
2020-01-15,0.21737536656891493,0.75,0.007695991165664224,0.0
2020-01-16,-0.20784457478005863,0.45,-0.00010630526240427496,-0.0001063052624041827
2020-01-17,0.3940615835777126,0.6,-0.0016975793529938035,-0.0018037041537793952
2020-01-21,0.16972140762463342,0.55,0.001192760787309594,-0.0006130947540562426
2020-01-22,-0.020161290322580645,0.55,-0.0018068864572110587,-0.0024188734186592065
2020-01-23,0.12683284457478003,0.3,-0.009423112721760477,-0.01181919282353594
2020-01-24,-0.34750733137829903,0.15,-0.017165809105542322,-0.028782115921287876
2020-01-27,0.1997800586510264,0.95,0.010147709726412464,-0.018926478752556597
2020-01-28,-0.2917888563049853,0.25,0.00021902132862226684,-0.01871160272645689
2020-01-29,0.043621700879765385,0.6,0.0008779519781571145,-0.01785007863692789
2020-01-30,-0.17998533724340174,0.2,-0.015514749440028161,-0.033087888579419356
2020-01-31,-0.07771260997067447,0.55,0.0040998140073265485,-0.029123728761163648
2020-02-03,0.22287390029325513,0.85,0.013476763283612057,-0.016039459076001794
2020-02-04,-0.03262463343108504,0.75,0.013553901441189817,-0.002702954882298103
2020-02-05,-0.21480938416422285,0.65,0.002253256941056882,-0.0004557883930910167
2020-02-06,0.04508797653958944,0.35,-0.004222431975322943,-0.004676295832928945
2020-02-07,-0.12536656891495598,0.65,0.00289312624209203,-0.0017966987050270777
2020-02-10,0.25109970674486803,0.6,0.0020029369852497757,0.0
