date,value
2020-01-02,1.0
2020-01-03,0.9905046934684368
2020-01-06,0.9955185393144343
2020-01-07,0.9942293088023697
2020-01-08,1.0021279739345264
2020-01-09,1.0097092648508932
2020-01-10,1.0090011517485282
2020-01-13,1.0165743149330502
2020-01-14,1.0109306086679677
2020-01-15,1.013943634463741
2020-01-16,1.0250190559154821
2020-01-17,1.0277778142137668
2020-01-21,1.027932950779749
2020-01-22,1.028894449107869
2020-01-23,1.0298024886613075
2020-01-24,1.020620604390547
2020-01-27,0.9967609813653195
2020-01-28,1.0121459719221866
2020-01-29,1.0139645100001946
2020-01-30,1.0139078614566628
2020-01-31,0.9937977574119539
2020-02-03,0.9996284948285039
2020-02-04,1.0222307832011541
2020-02-05,1.0367836633769236
2020-02-06,1.0404838005043673
2020-02-07,1.032656810711954
2020-02-10,1.0439729299095588
2020-02-11,1.0487225641047633
2020-02-12,1.0679907846454795
2020-02-13,1.0656242185887492
2020-02-14,1.0741179140608565
2020-02-18,1.0750195407971483
2020-02-19,1.090164989102325
2020-02-20,1.0817512790251778
2020-02-21,1.062028422964202
2020-02-24,1.0098894478547977
2020-02-25,0.975770838671061
2020-02-26,0.9803762372015472
2020-02-27,0.9321916652686922
2020-02-28,0.9377229690164959
2020-03-02,0.9894614032261124
2020-03-03,0.9606137702167586
2020-03-04,1.0147671457387712
2020-03-05,0.9815904804163639
2020-03-06,0.9670121867519166
2020-03-09,0.9028330171339118
2020-03-10,0.9459918954918499
2020-03-11,0.9078507346317982
2020-03-12,0.8171426049963482
2020-03-13,0.8918563754642117
2020-03-16,0.7757382675168687
2020-03-17,0.8279349601503746
2020-03-18,0.7890697119717939
2020-03-19,0.7999047702915466
2020-03-20,0.7631395799790605
2020-03-23,0.749310973258551
2020-03-24,0.8316886964407099
2020-03-25,0.8418506167010826
2020-03-26,0.8919426171324728
2020-03-27,0.8630954156286739
2020-03-30,0.8959069349594049
2020-03-31,0.8859085423562499
2020-04-01,0.841018119601735
2020-04-02,0.860359730593751
2020-04-03,0.8396013741967171
2020-04-06,0.9052016481729469
2020-04-07,0.8979543237497414
2020-04-08,0.9287556878975677
2020-04-09,0.9327519389063481
2020-04-13,0.9376965400915143
2020-04-14,0.9746147283476777
2020-04-15,0.9686836299750056
2020-04-16,0.9949871855648911
2020-04-17,0.9961841865636529
2020-04-20,0.9777516860367366
2020-04-21,0.9454028874752025
2020-04-22,0.9724341190464437
2020-04-23,0.974206335396761
2020-04-24,0.9901334334085552
2020-04-27,0.9991137998086951
2020-04-28,0.9847848855420419
2020-04-29,1.0014403759044015
2020-04-30,1.0047574977252283
2020-05-01,0.9740547092954589
2020-05-04,0.9856440645384468
2020-05-05,0.9951238465925522
2020-05-06,0.9966716923447868
2020-05-07,1.004336244933918
2020-05-08,1.0215289102411194
2020-05-11,1.0315987302995808
2020-05-12,1.0123906764083683
2020-05-13,0.9988574289077958
2020-05-14,1.0167522015441697
2020-05-15,1.0275861607347956
2020-05-18,1.0543888538764252
2020-05-19,1.0493147369088538
2020-05-20,1.0652014569202932
2020-05-21,1.054995351596364
2020-05-22,1.0623724191999064
2020-05-26,1.0633079370291023
2020-05-27,1.071933866369351
2020-05-28,1.0717881371007514
2020-05-29,1.0828508028448678
2020-06-01,1.0881999040943284
2020-06-02,1.093161009849838
2020-06-03,1.1016806707004057
2020-06-04,1.091139959097841
2020-06-05,1.1186864948365085
2020-06-08,1.1229355613110976
2020-06-09,1.134750528286504
2020-06-10,1.1453865091099507
2020-06-11,1.0812270012445515
2020-06-12,1.0910790303169338
2020-06-15,1.1039412459380311
2020-06-16,1.1205635992943688
2020-06-17,1.1232049458174371
2020-06-18,1.1220749415082347
2020-06-19,1.1172774276556716
2020-06-22,1.1375480381514496
2020-06-23,1.1485609169817466
2020-06-24,1.1250640907041558
2020-06-25,1.142126435605163
2020-06-26,1.1063047411926703
2020-06-29,1.1206844365279958
2020-06-30,1.140758903959506
2020-07-01,1.1497524782216562
2020-07-02,1.1552610327160415
2020-07-06,1.1836731100807525
2020-07-07,1.1728988059963672
2020-07-08,1.1951216623278034
2020-07-09,1.2015275998753117
2020-07-10,1.2076504331232905
2020-07-13,1.1943788567885227
2020-07-14,1.2165565931663573
2020-07-15,1.2123437574534404
2020-07-16,1.2076031547099957
2020-07-17,1.2067880011257544
2020-07-20,1.2289923357857928
2020-07-21,1.2247333516179995
2020-07-22,1.2295775146027172
2020-07-23,1.2000000252973198
2020-07-24,1.2000281294539248
2020-07-27,1.212903871464103
2020-07-28,1.1994704336671702
2020-07-29,1.217811326974565
2020-07-30,1.2215736925131968
2020-07-31,1.2558304829505162
2020-08-03,1.271398351060108
2020-08-04,1.2823339197017891
2020-08-05,1.2983659219830002
2020-08-06,1.3128840538278799
2020-08-07,1.3025577536712944
2020-08-10,1.310458968080046
2020-08-11,1.2862236750457439
2020-08-12,1.3219379360282453
2020-08-13,1.327190063625666
2020-08-14,1.329270716678047
2020-08-17,1.345745445161494
2020-08-18,1.3519336367006745
2020-08-19,1.346190805092105
2020-08-20,1.353727927522752
2020-08-21,1.3855069521725696
2020-08-24,1.3940280296464838
2020-08-25,1.3947591020824206
2020-08-26,1.4042734394800127
2020-08-27,1.3966500762544658
2020-08-28,1.4123848995793014
2020-08-31,1.4281060800948309
2020-09-01,1.4606150108341969
2020-09-02,1.4773701855431234
2020-09-03,1.394351797325025
2020-09-04,1.3776216734566318
2020-09-08,1.3237804176141699
2020-09-09,1.3712619352263387
2020-09-10,1.337681101478391
2020-09-11,1.3299216720201963
2020-09-14,1.3623361712823272
2020-09-15,1.369261772051568
2020-09-16,1.3417704684812033
2020-09-17,1.3280893359287715
2020-09-18,1.3059807572594395
2020-09-21,1.3118955690532552
2020-09-22,1.330253021055526
2020-09-23,1.299379763458855
2020-09-24,1.3087031694199143
2020-09-25,1.342987784223021
2020-09-28,1.3635040938390506
2020-09-29,1.364204836508578
2020-09-30,1.3810393286497793
2020-10-01,1.3908492941903305
2020-10-02,1.362380576670794
2020-10-05,1.3983134744137649
2020-10-06,1.3804673117815693
2020-10-07,1.4086145720175889
2020-10-08,1.4071292025274635
2020-10-09,1.4222304963527044
2020-10-12,1.4659677554836166
2020-10-13,1.4553150148091412
2020-10-14,1.4398663553612532
2020-10-15,1.4361317647076397
2020-10-16,1.4292265459164397
2020-10-19,1.4015701608813012
2020-10-20,1.412187787033889
2020-10-21,1.404327803967713
2020-10-22,1.4019866393388325
2020-10-23,1.4093242756351818
2020-10-26,1.3879258199439004
2020-10-27,1.3974455834437114
2020-10-28,1.3365750827028675
2020-10-29,1.360730787422613
2020-10-30,1.3192656271232324
2020-11-02,1.3303474246802591
2020-11-03,1.359858616240537
2020-11-04,1.417529925834973
2020-11-05,1.4517155721780488
2020-11-06,1.4549814104945544
2020-11-09,1.4257312194656566
2020-11-10,1.4036899972315264
2020-11-11,1.433630753968287
2020-11-12,1.4295754466926416
2020-11-13,1.4327341794865045
2020-11-16,1.4462380476374308
2020-11-17,1.4385342868312896
2020-11-18,1.4261689463324942
2020-11-19,1.4258570162786353
2020-11-20,1.4116136632407836
2020-11-23,1.405844696933989
2020-11-24,1.4129745038087271
2020-11-25,1.4234165387096707
2020-11-27,1.4281776359465594
2020-11-30,1.4338617934405125
2020-12-01,1.451824894549927
2020-12-02,1.457508393269843
2020-12-03,1.4523961511995602
2020-12-04,1.456437555735701
2020-12-07,1.4602414146084255
2020-12-08,1.4590648955381802
2020-12-09,1.436392307398742
2020-12-10,1.437443540067124
2020-12-11,1.4371654521500294
2020-12-14,1.439792441205004
2020-12-15,1.4683085100519238
2020-12-16,1.4674342617493967
2020-12-17,1.4775458902700842
2020-12-18,1.462763367435747
2020-12-21,1.4721777511496432
2020-12-22,1.4783135146641386
2020-12-23,1.4707984307403414
2020-12-24,1.4755840389225512
2020-12-28,1.499410758237357
2020-12-29,1.495731310936867
2020-12-30,1.4959360505963137
2020-12-31,1.495029350155811
2021-01-04,1.4759521211139133
2021-01-05,1.4897972157063275
2021-01-06,1.4708532074590683
2021-01-07,1.5078997675790664
2021-01-08,1.5132818803872818
2021-01-11,1.5053125888466656
2021-01-12,1.4999578126383528
2021-01-13,1.5078776752157625
2021-01-14,1.4885358043651182
2021-01-15,1.4711926035954788
2021-01-19,1.4775587939518726
2021-01-20,1.5092710192796572
2021-01-21,1.5364727826218658
2021-01-22,1.533085741594772
2021-01-25,1.5433037620799261
2021-01-26,1.5371834816805068
2021-01-27,1.496946221542298
2021-01-28,1.4970186434653512
2021-01-29,1.469642795090463
2021-02-01,1.4940398903952807
2021-02-02,1.5168142824996387
2021-02-03,1.5085861047769393
2021-02-04,1.5220982224738944
2021-02-05,1.5237013346883312
2021-02-08,1.5428430592707787
2021-02-09,1.5371154584868618
2021-02-10,1.5473093548846952
2021-02-11,1.5561593060642773
2021-02-12,1.547451579680066
2021-02-16,1.5459066677511446
2021-02-17,1.5355426373612902
2021-02-18,1.531941697309237
2021-02-19,1.5259709453906143
2021-02-22,1.4952984049623856
2021-02-23,1.4925085407606178
2021-02-24,1.4989301264333261
2021-02-25,1.4472964130275883
2021-02-26,1.4548584237179774
2021-03-01,1.4906990162524094
2021-03-02,1.468724906887619
2021-03-03,1.4337045276490945
2021-03-04,1.4119447969292138
2021-03-05,1.4314280234278192
2021-03-08,1.4005384601997253
2021-03-09,1.446158295911706
2021-03-10,1.446185488805987
2021-03-11,1.4721837777930245
2021-03-12,1.4705889755665125
2021-03-15,1.4903228811838167
2021-03-16,1.4965678086342256
2021-03-17,1.4966156689593098
2021-03-18,1.4650624389006734
2021-03-19,1.464674826886241
2021-03-22,1.487321899657977
2021-03-23,1.482618477704328
2021-03-24,1.4610328310144263
2021-03-25,1.4584923569655994
2021-03-26,1.4795844415422186
2021-03-29,1.4859721509663537
2021-03-30,1.4746756654542712
2021-03-31,1.4932551582954856
2021-04-01,1.50922417753969
2021-04-05,1.5326867864194822
2021-04-06,1.529160651091877
2021-04-07,1.5430124783017392
2021-04-08,1.5529214391239288
2021-04-09,1.5758450938319772
2021-04-12,1.589899364038853
2021-04-13,1.6074847567124633
2021-04-14,1.5885381538871082
2021-04-15,1.6287500720132477
2021-04-16,1.6277598538845954
2021-04-19,1.6125835718959822
2021-04-20,1.5987428922928701
2021-04-21,1.6107796907169758
2021-04-22,1.5872873492480861
2021-04-23,1.6108381934216636
2021-04-26,1.6179419085519302
2021-04-27,1.6159826225796072
2021-04-28,1.6114931633811735
2021-04-29,1.6207320123577835
2021-04-30,1.6040628566186
2021-05-03,1.6054583652759877
2021-05-04,1.577677128132104
2021-05-05,1.580986846623383
2021-05-06,1.5950177786988795
2021-05-07,1.6099885561361256
2021-05-10,1.5839017208937929
2021-05-11,1.574334818542886
2021-05-12,1.5355778767535695
2021-05-13,1.547556210090427
2021-05-14,1.5769807725154548
2021-05-17,1.5734951259335201
2021-05-18,1.5613747003705172
2021-05-19,1.557337376811457
2021-05-20,1.5803694669060977
2021-05-21,1.5827971440707165
2021-05-24,1.6063813620825287
2021-05-25,1.6075628936843451
2021-05-26,1.6110396426105427
2021-05-27,1.6009722369186354
2021-05-28,1.6143356649539078
2021-06-01,1.6099105230123456
2021-06-02,1.6241103080071266
2021-06-03,1.622077235588142
2021-06-04,1.6436637166784536
2021-06-07,1.6382848451818395
2021-06-08,1.6410343143310675
2021-06-09,1.6376199919874288
2021-06-10,1.6388676763707297
2021-06-11,1.649521295962816
2021-06-14,1.6646543904838502
2021-06-15,1.6560605068282201
2021-06-16,1.6554828322778965
2021-06-17,1.679411437062194
2021-06-18,1.6642224480485057
2021-06-21,1.6763015267839552
2021-06-22,1.6976121892401115
2021-06-23,1.6975163889777052
2021-06-24,1.7013809569388285
2021-06-25,1.715012072349523
2021-06-28,1.740570243848776
2021-06-29,1.7464033534018
2021-06-30,1.7478983729857025
2021-07-01,1.7599997307901099
2021-07-02,1.7837323037025608
2021-07-06,1.8013443407689969
2021-07-07,1.8059543549008634
2021-07-08,1.7898143762628198
2021-07-09,1.8051193334407094
2021-07-12,1.8174943277808846
2021-07-13,1.8115340206063606
2021-07-14,1.8119085979233198
2021-07-15,1.7917729682882253
2021-07-16,1.7606469038990418
2021-07-19,1.7478995575214964
2021-07-20,1.766256606138095
2021-07-21,1.7864804591017978
2021-07-22,1.8004334382985132
2021-07-23,1.8121446992206403
2021-07-26,1.8075958006159119
2021-07-27,1.7967703392239367
2021-07-28,1.7944843407742517
