,value
2020-01-02,0.995584741982843
2020-01-03,0.9989315353004211
2020-01-06,0.9950477311104167
2020-01-07,0.9985191633779679
2020-01-08,1.0052028678199978
2020-01-09,1.0026587419707433
2020-01-10,1.007211467379946
2020-01-13,1.004635068679435
2020-01-14,1.0078524857942623
2020-01-15,1.0152348576305983
2020-01-16,1.0168478293858645
2020-01-17,1.0160878677252247
2020-01-21,1.016681699728062
2020-01-22,1.0172408666520882
2020-01-23,1.0083293285533173
2020-01-24,0.9988679731906941
2020-01-27,1.0034239759431807
2020-01-28,1.0018372134689777
2020-01-29,1.0042591815630488
2020-01-30,0.9971367387137816
2020-01-31,0.9994678338678558
2020-02-03,1.0128154679596533
2020-02-04,1.0251581136922945
2020-02-05,1.0264357623453424
2020-02-06,1.0226147281253715
2020-02-07,1.0252936709996254
2020-02-10,1.0270189364611437
2020-02-11,1.0345455446716705
2020-02-12,1.0326933493310917
2020-02-13,1.0292759313675244
2020-02-14,1.0269643238598603
2020-02-18,1.0329296218087325
2020-02-19,1.029085671711997
2020-02-20,1.0177535083561366
2020-02-21,0.9756640332200639
2020-02-24,0.9458776243802439
2020-02-25,0.9424215138488494
2020-02-26,0.9104959250588572
2020-02-27,0.9040382112747546
2020-02-28,0.9360225481426031
2020-03-02,0.9113305346549471
2020-03-03,0.940333184685956
2020-03-04,0.9081229341234961
2020-03-05,0.894639205329953
2020-03-06,0.8227825267661387
2020-03-09,0.8502329538469464
2020-03-10,0.8096375702642523
2020-03-11,0.7375459595733954
2020-03-12,0.799783873988818
2020-03-13,0.7170530177034129
2020-03-16,0.7558396747580224
2020-03-17,0.7101240340576722
2020-03-18,0.7197171729160713
2020-03-19,0.6898287577391802
2020-03-20,0.6637936186749553
2020-03-23,0.7470963405339104
2020-03-24,0.7604309138437834
2020-03-25,0.8105143948765252
2020-03-26,0.7803867920344815
2020-03-27,0.8039290128754647
2020-03-30,0.7897948771606103
2020-03-31,0.7489631622165717
2020-04-01,0.7693572054551607
2020-04-02,0.7476019035133069
2020-04-03,0.8078719705084708
2020-04-06,0.8100237478226208
2020-04-07,0.8442590615270998
2020-04-08,0.8674611573530185
2020-04-09,0.849024932385948
2020-04-13,0.8619781338883279
2020-04-14,0.8368765910543287
2020-04-15,0.8301219256152238
2020-04-16,0.8658721398090825
2020-04-17,0.8479634019361008
2020-04-20,0.8238676291865162
2020-04-21,0.84198658653894
2020-04-22,0.8429627111208924
2020-04-23,0.8539907951211692
2020-04-24,0.8689473014303123
2020-04-27,0.8635674971720069
2020-04-28,0.8855245259375891
2020-04-29,0.8704774609317304
2020-04-30,0.8427427630853218
2020-05-01,0.8427282315169404
2020-05-04,0.8431651883931288
2020-05-05,0.8389789825031456
2020-05-06,0.8501777252584111
2020-05-07,0.8644961457979016
2020-05-08,0.8626806596706342
2020-05-11,0.8431997640943484
2020-05-12,0.8289557085991803
2020-05-13,0.8404910690554507
2020-05-14,0.8454785354686575
2020-05-15,0.8692302752950554
2020-05-18,0.8601995290458907
2020-05-19,0.8704832948283527
2020-05-20,0.8657201167313671
2020-05-21,0.86843443620078
2020-05-22,0.8741308440626469
2020-05-26,0.8816689507795554
2020-05-27,0.8752040238329449
2020-05-28,0.8715121919680707
2020-05-29,0.8783182506861562
2020-06-01,0.8846562192719284
2020-06-02,0.9025330758912632
2020-06-03,0.8953997505699388
2020-06-04,0.912335545229606
2020-06-05,0.918637007231857
2020-06-08,0.916335100989063
2020-06-09,0.9158768224220186
2020-06-10,0.8491288126746418
2020-06-11,0.8686183920786277
2020-06-12,0.8765928675620384
2020-06-15,0.8943964509065708
2020-06-16,0.8824191633281756
