date,buy_and_hold
2000-03-29,0.9999999999999993
2000-03-30,0.9980741664003717
2000-03-31,1.0090130948800198
2000-04-03,1.019428634017595
2000-04-04,1.0108880112807772
2000-04-05,1.0094472672180783
2000-04-06,1.0180663488423487
2000-04-07,1.0237619239377778
2000-04-10,1.0249036855930282
2000-04-11,1.0306430196823821
2000-04-12,1.0110601701474393
2000-04-13,0.9863708071799009
2000-04-14,0.9373720666202843
2000-04-17,0.948872477788004
2000-04-18,0.9742242864884021
2000-04-19,0.9703401841328084
2000-04-20,0.983594072675481
2000-04-24,0.9883386565999418
2000-04-25,1.013983237099476
2000-04-26,1.00130019509562
2000-04-27,1.0043137016880754
2000-04-28,0.9931856706585129
2000-05-01,1.0088211585364286
2000-05-02,1.0040307006948819
2000-05-03,0.9790478210976531
2000-05-04,0.9691011294853629
2000-05-05,0.982777638637588
2000-05-08,0.983858906985075
2000-05-09,0.9798969518305073
2000-05-10,0.9639849379263038
2000-05-11,0.9809837465143026
2000-05-12,0.985700388180856
2000-05-15,1.007016182705879
2000-05-16,1.0171252247782498
2000-05-17,1.0110048948316883
2000-05-18,1.0026798754122035
2000-05-19,0.9908285847463454
2000-05-22,0.9912014034485227
2000-05-23,0.9852289851516514
2000-05-24,0.98493664496481
2000-05-25,0.9664819846096929
2000-05-26,0.9636850176543005
2000-05-30,0.9798024776306669
2000-05-31,0.9823648830965614
2000-06-01,0.9949849932792538
2000-06-02,1.0217868451302792
2000-06-05,1.0107248658292523
2000-06-06,0.9980149428323879
2000-06-07,1.0032917544923872
2000-06-08,0.9972569992865008
2000-06-09,0.9963517491760606
2000-06-12,0.9854324816630571
2000-06-13,0.9917564913314055
2000-06-14,1.0003787720944055
2000-06-15,0.9993936751650784
2000-06-16,0.9910620167762434
2000-06-19,1.000414269774972
2000-06-20,0.995485224631308
2000-06-21,1.0066837547042242
2000-06-22,0.9892891780124653
2000-06-23,0.9784339648479257
2000-06-26,1.0003512425811163
2000-06-27,0.995262184778063
2000-06-28,0.9935509752186975
2000-06-29,0.9754960151024219
2000-06-30,0.9838368173182271
2000-07-03,0.9906921623791171
2000-07-05,0.9758687773551938
2000-07-06,0.9822957294718012
2000-07-07,0.9964170697397544
2000-07-10,1.004061636185996
2000-07-11,1.0142986795947944
2000-07-12,1.0193843040081143
2000-07-13,1.0187304289522343
2000-07-14,1.0223739178583577
2000-07-17,1.0220277594581617
2000-07-18,1.0115861520618843
2000-07-19,1.0039750039562796
2000-07-20,1.0172427855310355
2000-07-21,1.0129745748449237
2000-07-24,0.9966219419861275
2000-07-25,0.9897852881447675
2000-07-26,0.9769071209074507
2000-07-27,0.9807520022117051
2000-07-28,0.9700748069755817
2000-07-31,0.9753305923733928
2000-08-01,0.9821840126624832
2000-08-02,0.9926887672693763
2000-08-03,1.004815075995673
2000-08-04,1.0190648407607745
2000-08-07,1.0349709199121155
2000-08-08,1.041191721462243
2000-08-09,1.0293992527908908
2000-08-10,1.0231141362109888
2000-08-11,1.037581867916686
2000-08-14,1.0485434520803927
2000-08-15,1.0423515476381209
2000-08-16,1.042955760002621
2000-08-17,1.0524157852773102
2000-08-18,1.0478744041968553
2000-08-21,1.0507049718854753
2000-08-22,1.0438009172127316
2000-08-23,1.0462004357671109
2000-08-24,1.0465454121662903
2000-08-25,1.047249494233802
2000-08-28,1.0503944021069505
2000-08-29,1.0524656376860708
2000-08-30,1.048537431034832
2000-08-31,1.0578513845778137
2000-09-01,1.063641336835099
2000-09-05,1.067917869626718
2000-09-06,1.0608743647023535
2000-09-07,1.0686303623411897
2000-09-08,1.058878766637389
2000-09-11,1.061814752968032
2000-09-12,1.059148547288397
2000-09-13,1.0582104726489827
2000-09-14,1.0570015281021905
2000-09-15,1.0445475975196141
2000-09-18,1.0308086613303893
2000-09-19,1.0331090115936827
2000-09-20,1.017045472994232
2000-09-21,1.0185023236609683
2000-09-22,1.0347071432278678
2000-09-25,1.0405460792498777
2000-09-26,1.0338190361693438
2000-09-27,1.0349404781440934
2000-09-28,1.0533838609171924
2000-09-29,1.0282261676267201
2000-10-02,1.0367342863354791
2000-10-03,1.0277482155837407
2000-10-04,1.0159918196397384
2000-10-05,1.0210295119141288
2000-10-06,1.000663037839501
2000-10-09,0.9966589405455143
2000-10-10,0.9923840176657168
2000-10-11,0.9808532789957928
2000-10-12,0.9452924555144777
2000-10-13,0.9653531223053076
2000-10-16,0.9692325241771799
2000-10-17,0.9442128916152345
2000-10-18,0.9350534608383654
2000-10-19,0.945867101440755
2000-10-20,0.9560436564294523
2000-10-23,0.9513825867923411
2000-10-24,0.9527881802330738
2000-10-25,0.9381615012653326
2000-10-26,0.9484512623912169
2000-10-27,0.9566414977824232
2000-10-30,0.9711003423808743
2000-10-31,0.9863830006458942
2000-11-01,0.9837049451165366
2000-11-02,0.9912565124803269
2000-11-03,0.9930968516700122
2000-11-06,1.006490388897522
2000-11-07,0.9992602751526307
2000-11-08,0.9930412381647009
2000-11-09,0.9800640158120074
2000-11-10,0.9592228576597208
2000-11-13,0.9518441438897163
2000-11-14,0.9796588401402563
2000-11-15,0.9783576714763271
2000-11-16,0.9681983881683951
2000-11-17,0.9680291348790331
2000-11-20,0.9508382156476074
2000-11-21,0.9524002567012999
2000-11-22,0.9371809402955498
2000-11-24,0.9504718467281974
2000-11-27,0.9563668174698599
2000-11-28,0.9503784060447752
2000-11-29,0.9559499101561444
2000-11-30,0.9378993647875173
2000-12-01,0.9406490217407638
2000-12-04,0.956681856496586
2000-12-05,0.9809867727478953
2000-12-06,0.9544585463071679
2000-12-07,0.9465038662695215
2000-12-08,0.9683820734205273
2000-12-11,0.9734675015218407
2000-12-12,0.9748988068345626
2000-12-13,0.9708378944526155
2000-12-14,0.9581238424332986
2000-12-15,0.9487775159227236
2000-12-18,0.9702487741357487
2000-12-19,0.9649721072412325
2000-12-20,0.9501485329284828
2000-12-21,0.957892791803784
2000-12-22,0.9839917658195564
