emb_scale,mean_ic,mean_hit,error
0.1,0.0018732709807895306,0.5177316293929712,
0.2,0.0018732709807895306,0.5177316293929712,
0.5,0.0018732709807895306,0.5177316293929712,
1.0,0.0018732709807895306,0.5177316293929712,
