date,ic,hit
2020-01-02,-0.13966275659824043,0.75
2020-01-03,-0.11840175953079178,0.3
2020-01-06,0.0219941348973607,0.6
2020-01-07,-0.1066715542521994,0.4
2020-01-08,-0.1843841642228739,0.45
2020-01-09,0.09677419354838708,0.85
2020-01-10,-0.049853372434017586,0.5
2020-01-13,0.05791788856304985,0.5
2020-01-14,-0.11070381231671556,0.5
2020-01-15,0.018328445747800584,0.6
2020-01-16,0.20967741935483866,0.25
2020-01-17,-0.01539589442815249,0.15
2020-01-21,0.33140867154128006,0.85
2020-01-22,0.32184750733137824,0.45
2020-01-23,-0.20124633431085046,0.45
2020-01-24,-0.2162756598240469,0.2
2020-01-27,0.21590909090909088,0.7
2020-01-28,-0.11986803519061583,0.7
2020-01-29,0.13856304985337242,0.85
2020-01-30,0.16202346041055718,0.7
2020-01-31,-0.15872434017595305,0.35
2020-02-03,0.001099706744868035,0.75
2020-02-04,-0.04142228739002932,0.65
2020-02-05,0.26759530791788855,0.75
2020-02-06,0.4329178885630498,0.5
2020-02-07,-0.45491202346041054,0.5
2020-02-10,-0.5029325513196481,0.35
2020-02-11,0.06195014662756597,0.55
2020-02-12,0.282991202346041,0.5
2020-02-13,-0.13233137829912023,0.25
2020-02-14,0.013563049853372432,0.0
2020-02-18,-0.17155425219941348,0.05
2020-02-19,0.3801319648093841,0.4
2020-02-20,-0.2287390029325513,0.0
2020-02-21,0.39076246334310843,0.35
2020-02-24,0.16788856304985336,1.0
2020-02-25,-0.01282991202346041,0.05
2020-02-26,0.08907624633431084,0.9
2020-02-27,-0.016129032258064516,0.05
2020-02-28,0.19134897360703812,0.3
2020-03-02,-0.4219208211143694,0.0
2020-03-03,0.06524926686217009,0.8
2020-03-04,0.020527859237536656,0.0
2020-03-05,-0.1598240469208211,0.05
2020-03-06,-0.008064516129032258,1.0
2020-03-09,-0.1440615835777126,0.0
2020-03-10,-0.17008797653958943,0.85
2020-03-11,0.14552785923753664,0.15
2020-03-12,0.05975073313782991,0.65
2020-03-13,-0.19134897360703812,0.2
2020-03-16,-0.08577712609970674,0.3
2020-03-17,-0.11950146627565982,0.9
2020-03-18,0.18914956011730205,0.55
2020-03-19,-0.36803519061583573,1.0
2020-03-20,-0.347140762463343,0.05
2020-03-23,-0.0439882697947214,1.0
2020-03-24,-0.04582111436950146,0.2
2020-03-25,-0.018695014662756596,0.25
2020-03-26,-0.2730938416422287,0.9
2020-03-27,-0.2346041055718475,0.15
2020-03-30,-0.2027126099706745,0.9
2020-03-31,0.02309384164222874,0.5
2020-04-01,0.035557184750733134,0.8
2020-04-02,-0.345307917888563,0.6
2020-04-03,0.22067448680351903,0.25
2020-04-06,-0.0502199413489736,0.8
2020-04-07,-0.11180351906158356,0.15
2020-04-08,-0.07368035190615835,0.65
2020-04-09,0.32184750733137824,0.7
2020-04-13,-0.12170087976539588,0.1
2020-04-14,0.2595307917888563,0.1
2020-04-15,-0.3049853372434017,0.9
2020-04-16,-0.02456011730205278,0.65
2020-04-17,-0.06378299120234603,0.85
2020-04-20,-0.23973607038123165,0.55
2020-04-21,0.08870967741935483,0.55
2020-04-22,-0.10740469208211142,0.7
2020-04-23,0.016495601173020527,0.2
2020-04-24,-0.01099706744868035,0.2
2020-04-27,0.4270527859237536,0.7
2020-04-28,0.5109970674486803,0.8
2020-04-29,0.06488269794721407,0.25
2020-04-30,-0.469941348973607,0.6
2020-05-01,0.2859237536656891,0.95
2020-05-04,-0.056451612903225805,0.35
2020-05-05,-0.11143695014662756,0.2
2020-05-06,-0.017961876832844573,0.2
2020-05-07,0.06414956011730204,0.9
2020-05-08,-0.24596774193548382,0.5
2020-05-11,-0.06708211143695014,0.85
2020-05-12,0.06085043988269794,0.3
2020-05-13,-0.05571847507331378,0.9
2020-05-14,0.2969208211143695,0.3
2020-05-15,0.09310850439882698,0.55
2020-05-18,0.005865102639296188,0.75
2020-05-19,0.08724340175953077,0.75
2020-05-20,0.2415689149560117,0.4
2020-05-21,-0.09164222873900292,0.65
2020-05-22,0.08687683284457476,0.65
2020-05-26,-0.47727272727272724,0.7
2020-05-27,-0.19574780058651026,0.5
2020-05-28,-0.1730205278592375,0.25
2020-05-29,0.1502932551319648,0.85
2020-06-01,-0.28995601173020524,0.8
2020-06-02,0.374633431085044,0.4
2020-06-03,0.6063049853372433,0.5
2020-06-04,0.3914956011730205,0.1
2020-06-05,-0.009164222873900292,0.8
2020-06-08,-0.14809384164222872,0.6
2020-06-09,0.04032258064516129,0.9
2020-06-10,-0.23863636363636362,0.25
2020-06-11,0.0344574780058651,0.45
2020-06-12,0.15872434017595305,0.45
2020-06-15,0.08394428152492668,0.75
2020-06-16,0.15615835777126097,0.6
2020-06-17,-0.18914956011730205,0.0
2020-06-18,0.3196480938416422,0.75
2020-06-19,-0.26759530791788855,0.0
2020-06-22,0.08944281524926685,0.9
2020-06-23,-0.1942815249266862,0.8
2020-06-24,0.4963343108504399,0.65
2020-06-25,-0.125,0.75
2020-06-26,0.17668621700879764,0.9
2020-06-29,0.15249266862170086,0.35
2020-06-30,0.0909090909090909,0.75
2020-07-01,0.4600439882697947,0.55
2020-07-02,-0.30131964809384165,0.65
2020-07-06,0.09641646085769542,0.4
2020-07-07,-0.12353372434017595,0.75
2020-07-08,-0.125,0.6
2020-07-09,0.00439882697947214,0.5
2020-07-10,-0.16532258064516128,0.35
2020-07-13,0.3251466275659824,0.55
2020-07-14,0.09604105571847506,0.75
2020-07-15,0.06231671554252198,0.85
2020-07-16,-0.32074780058651026,0.25
