,value
2020-01-02,0.99369633486456
2020-01-03,0.9983146757805785
2020-01-06,0.9966639279965201
2020-01-07,1.0021058781554182
2020-01-08,1.0081430137908676
2020-01-09,1.0069193450932363
2020-01-10,1.0124635641288684
2020-01-13,1.0096352669325162
2020-01-14,1.0108875837058022
2020-01-15,1.019760871681364
2020-01-16,1.0213128600950847
2020-01-17,1.0183640383681725
2020-01-21,1.0179233441705333
2020-01-22,1.0177329182083423
2020-01-23,1.0092749805569723
2020-01-24,0.995209266850675
2020-01-27,1.0051718104537801
2020-01-28,1.0074583051311752
2020-01-29,1.008470502965054
2020-01-30,0.9913525833281002
2020-01-31,1.0007116209180906
2020-02-03,1.0177053429586298
2020-02-04,1.0313132147813835
2020-02-05,1.0339104177630711
2020-02-06,1.0293973764914013
2020-02-07,1.0360355970290305
2020-02-10,1.0394776137193982
2020-02-11,1.047140243596648
2020-02-12,1.0464772464109964
2020-02-13,1.0502802181932442
2020-02-14,1.0475329655783236
2020-02-18,1.0551412454531448
2020-02-19,1.0511361341163477
2020-02-20,1.0408553438076782
2020-02-21,1.0065033183134244
2020-02-24,0.9797515354295829
2020-02-25,0.9791075026649105
2020-02-26,0.9419528090527738
2020-02-27,0.9394945036426056
2020-02-28,0.9787182102792729
2020-03-02,0.9557236823845322
2020-03-03,0.9922663619436267
2020-03-04,0.9631259512015818
2020-03-05,0.9533767353380633
2020-03-06,0.8889934036292599
2020-03-09,0.9345359502330755
2020-03-10,0.8840941473917747
2020-03-11,0.7944702429623899
2020-03-12,0.8735710904716988
2020-03-13,0.7651440947910644
2020-03-16,0.8051098039591901
2020-03-17,0.7517688590052253
2020-03-18,0.7662623237050269
2020-03-19,0.7354730092677911
2020-03-20,0.7086138473590581
2020-03-23,0.7842197522784985
2020-03-24,0.7934614738483933
2020-03-25,0.8371638506997809
2020-03-26,0.8123094934453107
2020-03-27,0.8390260356737372
2020-03-30,0.826150766433516
2020-03-31,0.8002613580863419
2020-04-01,0.8166587418111649
2020-04-02,0.7997519176730539
2020-04-03,0.8520313264992702
2020-04-06,0.8525118988157645
2020-04-07,0.8781890008259426
2020-04-08,0.8886391015070674
2020-04-09,0.8831576781921291
2020-04-13,0.9031905924137391
2020-04-14,0.8878053724503597
2020-04-15,0.8887486139589186
2020-04-16,0.9113140073131551
2020-04-17,0.8967844691771764
2020-04-20,0.8742412110061849
2020-04-21,0.8945085476393558
2020-04-22,0.8980844867950161
2020-04-23,0.9113611838459973
2020-04-24,0.9231442171796047
2020-04-27,0.9167396367830885
2020-04-28,0.9341262474059295
2020-04-29,0.9282120977717736
2020-04-30,0.9085306701472461
2020-05-01,0.911666889030246
2020-05-04,0.9170713223658458
2020-05-05,0.9110337188753143
2020-05-06,0.9199615914808184
2020-05-07,0.9319991083042496
2020-05-08,0.930555801925308
2020-05-11,0.9149642302708669
2020-05-12,0.9021858545145283
2020-05-13,0.9166056498615912
2020-05-14,0.9174050902765669
2020-05-15,0.9414647748831093
2020-05-18,0.9320302129997906
2020-05-19,0.9448652915116053
2020-05-20,0.9404618386443176
2020-05-21,0.9411502988425919
2020-05-22,0.9617445311625629
2020-05-26,0.9811078041894469
2020-05-27,0.9821623621815756
2020-05-28,0.9873172313842745
2020-05-29,0.9878880766384804
2020-06-01,0.9926890001747201
2020-06-02,0.9984655037023364
2020-06-03,0.9993011681137965
2020-06-04,1.0225150726850005
2020-06-05,1.035797561909671
2020-06-08,1.0276653624865912
2020-06-09,1.0171585246978756
2020-06-10,0.9633035567163545
2020-06-11,0.9765137682539432
2020-06-12,0.9831976294705878
2020-06-15,0.9987509759641872
2020-06-16,0.9890179807003652
2020-06-17,0.9875355853578565
2020-06-18,0.9824503041356037
2020-06-19,0.9847308166788613
2020-06-22,0.9868159570503933
2020-06-23,0.9624492777159679
2020-06-24,0.9724561366071383
2020-06-25,0.9444281934528405
2020-06-26,0.9593592600218713
2020-06-29,0.970861178042311
2020-06-30,0.9712482406937367
2020-07-01,0.9750403521382929
2020-07-02,0.9897519960312876
2020-07-06,0.9826491529331445
2020-07-07,0.9894818149208404
2020-07-08,0.9838909212988078
2020-07-09,0.9947553710116754
2020-07-10,0.9965495892225626
2020-07-13,1.010854169412758
2020-07-14,1.0155742554328389
2020-07-15,1.0144677146992094
2020-07-16,1.0085316824732014
2020-07-17,1.017004869728686
2020-07-20,1.0256841716139684
2020-07-21,1.0287613710986734
2020-07-22,1.0171448142353343
2020-07-23,1.0119601404707428
2020-07-24,1.0115507788293627
2020-07-27,1.0066439083824326
2020-07-28,1.0149290302062464
2020-07-29,1.002272349848274
2020-07-30,1.0108049675129895
2020-07-31,1.0175165567900828
2020-08-03,1.024289380644028
2020-08-04,1.0359383683101804
2020-08-05,1.0454803609321086
2020-08-06,1.0509472271349865
2020-08-07,1.0599392283792062
2020-08-10,1.0560606844625409
2020-08-11,1.0668502987066748
2020-08-12,1.0620303612892796
2020-08-13,1.0633925215019537
2020-08-14,1.0676493528297843
2020-08-17,1.0683261113313616
2020-08-18,1.0630099020910746
2020-08-19,1.0626066671220697
2020-08-20,1.0648562928949314
2020-08-21,1.075055066042499
2020-08-24,1.073435673044826
2020-08-25,1.0750801517762552
2020-08-26,1.078832554941035
2020-08-27,1.0886708080944658
2020-08-28,1.0798017242772404
2020-08-31,1.0890648337751667
2020-09-01,1.109366884101462
2020-09-02,1.0804121783818033
2020-09-03,1.0758758881210815
2020-09-04,1.054561165524415
2020-09-08,1.069037649569097
2020-09-09,1.0566840740094585
2020-09-10,1.0580956207808137
2020-09-11,1.06632697693863
2020-09-14,1.0719468104922827
2020-09-15,1.0662806288617708
2020-09-16,1.0573454162468325
2020-09-17,1.0475922813852954
2020-09-18,1.0370004042146286
2020-09-21,1.0424363671704586
2020-09-22,1.027548277296162
2020-09-23,1.030817402225838
2020-09-24,1.0420544064373443
2020-09-25,1.0565846070940526
2020-09-28,1.0520653716423722
2020-09-29,1.056737919413695
2020-09-30,1.0558729605047432
2020-10-01,1.0523678424682013
2020-10-02,1.0669304846771173
2020-10-05,1.0560881919507044
2020-10-06,1.0708519920010586
2020-10-07,1.0818945425947706
2020-10-08,1.0880728887991356
2020-10-09,1.1052237653369321
2020-10-12,1.0981168099695495
2020-10-13,1.0899044690762278
2020-10-14,1.0879791204755709
2020-10-15,1.0890991073599292
2020-10-16,1.0747285593633815
2020-10-19,1.0807855525018533
2020-10-20,1.0784001582181697
2020-10-21,1.0845429100601847
2020-10-22,1.0890792894694394
2020-10-23,1.0665946107204407
2020-10-26,1.052692075662679
2020-10-27,1.0175856003511226
2020-10-28,1.028470226824822
2020-10-29,1.0242370927135966
2020-10-30,1.0349739424115987
2020-11-02,1.0525202260278244
2020-11-03,1.0663833385911325
2020-11-04,1.0825716674468444
2020-11-05,1.0816219090329369
2020-11-06,1.1078725562737894
2020-11-09,1.107468389791868
2020-11-10,1.110789478704115
2020-11-11,1.102050130401607
2020-11-12,1.1131039215970684
2020-11-13,1.1249252614705898
2020-11-16,1.1206008351872936
2020-11-17,1.1093165037234944
2020-11-18,1.112450573686774
2020-11-19,1.1075090168005643
2020-11-20,1.1138967994673923
2020-11-23,1.1345584378540008
2020-11-24,1.1322585668861747
2020-11-25,1.1336558603757327
2020-11-27,1.1232829422746957
2020-11-30,1.1325107197655844
2020-12-01,1.1383986530637409
2020-12-02,1.1346587354207422
2020-12-03,1.145734825575195
2020-12-04,1.1397153484084572
2020-12-07,1.139576647126561
2020-12-08,1.1311466637130854
2020-12-09,1.1320327447833454
2020-12-10,1.132083701384764
2020-12-11,1.1289286478187928
2020-12-14,1.1438772656323744
2020-12-15,1.145066306996314
2020-12-16,1.1488403984355637
2020-12-17,1.1398472048308834
2020-12-18,1.146610180543587
2020-12-21,1.1404700413230042
2020-12-22,1.1426279903373588
2020-12-23,1.1441778297783698
2020-12-24,1.1549239019521143
2020-12-28,1.1523599135342693
2020-12-29,1.1525443808428124
2020-12-30,1.1576867408774014
2020-12-31,1.1424614472478394
2021-01-04,1.1534624937309315
2021-01-05,1.1634965390948389
2021-01-06,1.1762130113227156
2021-01-07,1.1794511082027246
2021-01-08,1.1740821251097953
2021-01-11,1.177601428888742
2021-01-12,1.1772010631576981
2021-01-13,1.1671329086383722
2021-01-14,1.1642130230121694
2021-01-15,1.1696450289944451
2021-01-19,1.187530820492824
2021-01-20,1.1909515848543066
2021-01-21,1.1890370050075605
2021-01-22,1.1880497785222226
2021-01-25,1.1852731673886845
2021-01-26,1.1526925089440976
2021-01-27,1.1650862654297225
2021-01-28,1.1488058901711768
2021-01-29,1.1586599759078817
2021-02-01,1.1727892222458494
2021-02-02,1.1743906356549019
2021-02-03,1.1872040437186513
2021-02-04,1.1923947226130522
2021-02-05,1.2031977342126732
2021-02-08,1.2044488833872504
2021-02-09,1.207910547390536
2021-02-10,1.2066192743075395
2021-02-11,1.2091443805960536
2021-02-12,1.2105410857805057
2021-02-16,1.2200686473610969
2021-02-17,1.2150809472920756
2021-02-18,1.2103163230703853
2021-02-19,1.2057818691418107
2021-02-22,1.2056525584209608
2021-02-23,1.2104100245404446
2021-02-24,1.1863034060575055
2021-02-25,1.1792620251722299
2021-02-26,1.2054623480180298
2021-03-01,1.2006464402088088
2021-03-02,1.1937578064716827
2021-03-03,1.1854216720984396
2021-03-04,1.204817921484036
2021-03-05,1.2169499668888186
2021-03-08,1.2201920729295146
2021-03-09,1.2369213218321646
2021-03-10,1.2353631950405017
2021-03-11,1.244382739103732
2021-03-12,1.2544021685820057
2021-03-15,1.2561917271724474
2021-03-16,1.260807195109239
2021-03-17,1.2533435588003365
2021-03-18,1.2530455172124715
2021-03-19,1.257278788803611
2021-03-22,1.2509177181155575
2021-03-23,1.2461180605809503
2021-03-24,1.2569610159555922
2021-03-25,1.2755528398753926
2021-03-26,1.2743133145289072
2021-03-29,1.2742915095822425
2021-03-30,1.274195777286481
2021-03-31,1.2851951097674599
2021-04-01,1.298432565365337
2021-04-05,1.2984091828360995
2021-04-06,1.3022967017850227
2021-04-07,1.3042357070696893
2021-04-08,1.310471111837559
2021-04-09,1.3087169356824253
2021-04-12,1.3065003354614524
2021-04-13,1.3109035023324498
2021-04-14,1.3176782014660822
2021-04-15,1.322185877960379
2021-04-16,1.3187407324727511
2021-04-19,1.3072893315743377
2021-04-20,1.3210795859259914
2021-04-21,1.3076171641159708
2021-04-22,1.3226040999786444
2021-04-23,1.326955619601628
2021-04-26,1.331301035490538
2021-04-27,1.3337868474744405
2021-04-28,1.350465505621169
2021-04-29,1.3403520015420956
2021-04-30,1.3447189438243776
2021-05-03,1.3407561234796816
2021-05-04,1.3438519826988833
2021-05-05,1.3566097154648686
2021-05-06,1.368121577570041
2021-05-07,1.3602905303009383
2021-05-10,1.3497085316935913
2021-05-11,1.3240495404920072
2021-05-12,1.3369302247606967
2021-05-13,1.3522529555800622
2021-05-14,1.351811124391098
2021-05-17,1.3466677967300822
2021-05-18,1.3435322955121618
2021-05-19,1.3567939876971484
2021-05-20,1.3572102217212205
2021-05-21,1.369665836545848
2021-05-24,1.3670733883086745
2021-05-25,1.3680472247671742
2021-05-26,1.3689249714683773
2021-05-27,1.3671541454818492
2021-05-28,1.3670632730440861
