source_ledger,run_tag,experiment_id,timestamp,model_family,model_name,edge_type,directed,graph_window,lookback_window,target_type,target_horizon,split_train_end,split_val_start,split_test_start,rebalance_freq,baseline_version,prediction_rows,prediction_unique_pairs,prediction_rmse,prediction_mae,prediction_rank_ic,portfolio_final_value,portfolio_cumulative_return,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe_annualized,portfolio_sortino_annualized,portfolio_max_drawdown,portfolio_turnover,runtime_train_seconds,runtime_inference_seconds,out_dir,run_key,config_hash
results/results_tuned_all.jsonl,xgb_raw_tuned_all,xgb_raw_tuned_all_1771422616_reb1,2026-02-18 13:50:16,xgboost,xgb_raw,none,False,,60,regression,1,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,40192,40192,0.020041729337201,0.013153001755669,0.004276161126276001,1.499533759701447,0.5047474024648071,0.08543983179181601,0.19677633118253202,0.511486332781339,0.6503574131075901,-0.291507335396396,0.602229299363057,1.237914085388183,0.021335124969482002,experiments_tuned_all/xgb_raw,67787a883a67,legacy_config
results/results_tuned_all.jsonl,xgb_raw_tuned_all,xgb_raw_tuned_all_1771422617_reb5,2026-02-18 13:50:17,xgboost,xgb_raw,none,False,,60,regression,1,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,40192,40192,0.020041729337201,0.013153001755669,0.004276161126276001,1.872559557908624,0.879070152635077,0.13491434348428902,0.196652417868124,0.738978064491419,0.8914251142211861,-0.31168445919945903,0.140207006369426,1.237914085388183,0.021335124969482002,experiments_tuned_all/xgb_raw,725b09e91479,legacy_config
results/results_tuned_all.jsonl,lstm_tuned_all,lstm_tuned_all_1771427050_reb1,2026-02-18 15:04:10,lstm,lstm,none,False,,60,regression,1,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,40192,40192,0.020438032286824,0.013360445405434001,-0.0010170822514770001,1.574301909589023,0.5900140735985271,0.09750997100618701,0.21433081289258502,0.5322895406190641,0.645005049500171,-0.35233756308434305,0.370541401273885,254.4479660987854,9.50074291229248,experiments_tuned_all/lstm,933109ce755b,legacy_config
results/results_tuned_all.jsonl,lstm_tuned_all,lstm_tuned_all_1771427051_reb5,2026-02-18 15:04:11,lstm,lstm,none,False,,60,regression,1,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,40192,40192,0.020438032286824,0.013360445405434001,-0.0010170822514770001,1.9007722009428711,0.91974266930349,0.139800946134733,0.211838990669958,0.7143462410918561,0.8885056097868831,-0.347303382728054,0.12850318471337502,254.4479660987854,9.50074291229248,experiments_tuned_all/lstm,09310fc18c1d,legacy_config
results/results_tuned_all.jsonl,xgb_node2vec_corr_tuned_all,xgb_node2vec_corr_tuned_all_1771427144_reb1,2026-02-18 15:05:44,xgboost,xgb_node2vec,node2vec_correlation,False,2000-03-29..2015-12-31,60,regression,1,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,40192,40192,0.020150503013505003,0.013203828907202002,0.016009222498116,1.7477071345368551,0.7587939828469491,0.119951413221014,0.20000081259429703,0.6601739988995341,0.826519055097465,-0.29483872443435605,0.5656847133757961,80.5479748249054,0.088141202926635,experiments_tuned_all/xgb_node2vec_corr,75fe00a1eac3,legacy_config
results/results_tuned_all.jsonl,xgb_node2vec_corr_tuned_all,xgb_node2vec_corr_tuned_all_1771427144_reb5,2026-02-18 15:05:44,xgboost,xgb_node2vec,node2vec_correlation,False,2000-03-29..2015-12-31,60,regression,1,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,40192,40192,0.020150503013505003,0.013203828907202002,0.016009222498116,2.011157102306581,1.023915185901033,0.15194962775870702,0.198616588934712,0.8058302190730461,0.952996280690607,-0.32841801947119004,0.136146496815286,80.5479748249054,0.088141202926635,experiments_tuned_all/xgb_node2vec_corr,64952c498bf0,legacy_config
results/results_tuned_all.jsonl,gcn_corr_only_tuned_all,gcn_corr_only_tuned_all_1771427485_reb1,2026-02-18 15:11:25,gnn,gcn,corr,False,2000-06-26..2024-12-27,60,regression,1,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,40192,40192,0.019943355604769,0.013134635566428,-0.001751312819424,1.394107526637856,0.40249190508356103,0.070221422046901,0.188870127227514,0.44737853093226604,0.5768694162353281,-0.254558076339917,0.557484076433121,22.17281985282898,20.441216945648193,experiments_tuned_all/gcn_corr_only,22e355c21cb9,legacy_config
results/results_tuned_all.jsonl,gcn_corr_only_tuned_all,gcn_corr_only_tuned_all_1771427486_reb5,2026-02-18 15:11:26,gnn,gcn,corr,False,2000-06-26..2024-12-27,60,regression,1,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,40192,40192,0.019943355604769,0.013134635566428,-0.001751312819424,1.67306793242887,0.6831300219326021,0.11011394271512201,0.194318043915806,0.629200105519622,0.745305114947671,-0.306196028597646,0.13630573248407601,22.17281985282898,20.441216945648193,experiments_tuned_all/gcn_corr_only,e3782196badf,legacy_config
results/results_tuned_all.jsonl,gcn_sector_only_tuned_all,gcn_sector_only_tuned_all_1771427780_reb1,2026-02-18 15:16:20,gnn,gcn,sector,False,2000-06-26..2024-12-27,60,regression,1,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,40192,40192,0.019992852014898,0.013149809836557001,0.005828628484046,1.684794165307252,0.701806088025791,0.11257447259433001,0.208652924290701,0.6060515515289381,0.744592648830779,-0.31936000946327303,0.576990445859872,31.151485204696655,20.529932975769043,experiments_tuned_all/gcn_sector_only,66e308f98ffa,legacy_config
results/results_tuned_all.jsonl,gcn_sector_only_tuned_all,gcn_sector_only_tuned_all_1771427781_reb5,2026-02-18 15:16:21,gnn,gcn,sector,False,2000-06-26..2024-12-27,60,regression,1,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,40192,40192,0.019992852014898,0.013149809836557001,0.005828628484046,1.861982455732079,0.8807835070963641,0.13512189217495602,0.21341019013034102,0.691637804723037,0.824865307888458,-0.34018079454750405,0.14299363057324802,31.151485204696655,20.529932975769043,experiments_tuned_all/gcn_sector_only,6ae60981bc69,legacy_config
