date,ic,hit
2020-01-02,-0.051690209399068446,0.25
2020-01-27,0.009609677161804124,0.55
2020-02-19,-0.1174467811938522,0.35
2020-03-12,0.026229243199322506,0.6
2020-04-03,0.05153920045547659,0.55
2020-04-28,-0.03000241042102974,0.6
2020-05-20,-0.07501460915416394,0.35
2020-06-12,-0.0394234381844898,0.45
2020-07-07,-0.07298425859168468,0.55
2020-07-29,0.03565482985431615,0.6
2020-08-20,-0.1332940477620993,0.4
2020-09-14,0.04095840028081469,0.55
2020-10-06,0.0270191591831999,0.5
2020-10-28,-0.03489245451699255,0.65
2020-11-19,-0.00837263753460402,0.45
2020-12-14,-0.07975565697374451,0.45
2021-01-07,0.013916158117897483,0.65
2021-02-01,-0.021225473787207745,0.5
2021-02-24,-0.12215979803961959,0.3
2021-03-18,-0.05423778123962876,0.5
2021-04-12,-0.0855629727858459,0.55
2021-05-04,-0.002428213084080063,0.65
2021-05-26,-0.015298306037691308,0.45
2021-06-18,0.00783878574861812,0.65
2021-07-13,-0.11037636185211888,0.4
2021-08-04,0.08606490541422047,0.45
2021-08-26,-0.015293120071869169,0.5
2021-09-20,0.02025916005274227,0.45
2021-10-12,-0.07580219982663476,0.6
2021-11-03,-0.03560091724745654,0.45
2021-11-26,-0.022052491388288072,0.45
2021-12-20,-0.023872377147205914,0.35
2022-01-12,0.016177268942905207,0.5
2022-02-04,-0.0329533880363008,0.1
2022-03-01,0.02670766170563395,0.4
2022-03-23,-0.014590915073070802,0.3
2022-04-14,-0.029217324847506897,0.6
2022-05-09,-0.051656771065792334,0.6
2022-06-01,-0.009635962051246838,0.4
2022-06-24,0.011947588005401633,0.3
2022-07-19,-0.007388038969338458,0.7
2022-08-10,0.038598297255696315,0.4
2022-09-01,-0.05826710039940033,0.35
2022-09-26,0.02787585759490049,0.45
2022-10-18,-0.03757905394193246,0.65
2022-11-09,0.005700118359632457,0.6
2022-12-02,-0.05213237440714851,0.5
2022-12-27,-0.06821813380483172,0.45
2023-01-20,-0.09087305366711795,0.6
2023-02-13,0.045874712060963455,0.45
2023-03-08,-0.0026939763679938726,0.7
2023-03-30,0.010263244643361856,0.55
2023-04-24,0.023682031105341853,0.4
2023-05-16,0.07177538879442041,0.6
2023-06-08,0.0028135585825293827,0.6
2023-07-03,0.01540496861445852,0.5
2023-07-26,-0.011907265575541344,0.5
2023-08-17,-0.024073678239764973,0.45
2023-09-11,0.019231603125930193,0.3
2023-10-03,-0.07110885725201099,0.4
2023-10-25,-0.07002764831599548,0.4
2023-11-16,-0.019221767032221122,0.5
2023-12-11,0.024074219526552143,0.6
2024-01-04,0.04400940734777439,0.5
2024-01-29,0.001558905826209359,0.6
2024-02-21,0.01638947755531178,0.4
2024-03-14,-0.03820249451776704,0.55
2024-04-08,0.006798710684001464,0.6
2024-04-30,0.0027535662787104747,0.7
2024-05-22,0.025555827353772563,0.5
2024-06-14,0.002442697286407496,0.55
2024-07-10,-0.012478488601641089,0.5
2024-08-01,0.01796729667689546,0.6
2024-08-23,0.01973863069262212,0.5
2024-09-17,-0.019026277948417842,0.3
2024-10-09,-0.05708343704581087,0.55
2024-10-31,0.05326851661116261,0.7
2024-11-22,-0.06297940761752148,0.4
2024-12-17,0.010980058365758752,0.55
