strategy_name,strategy_label,type,run_tag,run_key,rebalance_freq,rebalance_label,final_value,annual_return,annual_vol,sharpe_annualized,max_drawdown,turnover
Buy and hold (fixed shares),Buy and hold (fixed shares),baseline,,baseline_buy_and_hold_1,1,reb=1,5.049288556044275,0.3842240191009789,0.3130700551469256,1.2272780893102675,-0.3471179958366627,0.0
Buy and hold (fixed shares),Buy and hold (fixed shares),baseline,,baseline_buy_and_hold_5,5,reb=5,5.049288556044275,0.3842240191009789,0.3130702195246257,1.2272774449271957,-0.3471179958366627,0.0
"Equal weight (rebalanced, all assets)","Equal weight (rebalanced, all assets)",baseline,,baseline_equal_weight_1,1,reb=1,2.0221621477103713,0.1518790337272664,0.19809220822980284,0.7667087720637379,-0.3464553449053246,0.0114616105832656
"Equal weight (rebalanced, all assets)","Equal weight (rebalanced, all assets)",baseline,,baseline_equal_weight_5,5,reb=5,2.0221621477103713,0.1518790337272664,0.19809235477723736,0.7667082048575795,-0.3464553449053246,0.0056770380486862
mlp_tuned_all (Top K long-only (equal weight within Top K)),Top K long-only (equal weight within Top K),model,mlp_tuned_all,d7b09cd9d2de,5,reb=5,2.0996490786184245,0.1618015273916671,0.21573220689895697,0.7982722589442207,-0.3304640095328649,0.13805732484076436
xgb_node2vec_corr_tuned_all (Top K long-only (equal weight within Top K)),Top K long-only (equal weight within Top K),model,xgb_node2vec_corr_tuned_all,64952c498bf0,5,reb=5,2.190442721435154,0.1717378476972582,0.1986808250162476,0.8919121202492275,-0.3275175814621586,0.13614649681528662
xgb_raw_tuned_all (Top K long-only (equal weight within Top K)),Top K long-only (equal weight within Top K),model,xgb_raw_tuned_all,725b09e91479,5,reb=5,2.044670355765633,0.15499799969588945,0.1967359378442815,0.8284608548461,-0.3103494685450531,0.14020700636942676
