run_tag,rebalance_freq,date,relative_wealth
mlp_tuned_all,1,2020-01-02,0.9943077868878394
mlp_tuned_all,1,2020-01-03,1.0041832515423468
mlp_tuned_all,1,2020-01-06,0.9972076317491704
mlp_tuned_all,1,2020-01-07,1.0054715371983598
mlp_tuned_all,1,2020-01-08,1.0064279183460794
mlp_tuned_all,1,2020-01-09,0.9970310561249645
mlp_tuned_all,1,2020-01-10,1.0051076763005635
mlp_tuned_all,1,2020-01-13,0.9982391739450428
mlp_tuned_all,1,2020-01-14,1.003067784579339
mlp_tuned_all,1,2020-01-15,1.0097824438507788
mlp_tuned_all,1,2020-01-16,1.0016765373811836
mlp_tuned_all,1,2020-01-17,0.9966210355192252
mlp_tuned_all,1,2020-01-21,0.9961105273641774
mlp_tuned_all,1,2020-01-22,0.9961707276513798
mlp_tuned_all,1,2020-01-23,0.9843492831671703
mlp_tuned_all,1,2020-01-24,0.976553418116961
mlp_tuned_all,1,2020-01-27,0.9995273970023899
mlp_tuned_all,1,2020-01-28,0.9911493994973029
mlp_tuned_all,1,2020-01-29,0.9920004185428691
mlp_tuned_all,1,2020-01-30,0.970051883907606
mlp_tuned_all,1,2020-01-31,0.9939630055416764
mlp_tuned_all,1,2020-02-03,1.0004246477291945
mlp_tuned_all,1,2020-02-04,1.0048855316747884
mlp_tuned_all,1,2020-02-05,0.99331970173614
mlp_tuned_all,1,2020-02-06,0.9893509257198555
mlp_tuned_all,1,2020-02-07,0.9956498438676479
mlp_tuned_all,1,2020-02-10,0.9922303568737751
mlp_tuned_all,1,2020-02-11,1.0000850255024232
mlp_tuned_all,1,2020-02-12,0.9920553813713933
mlp_tuned_all,1,2020-02-13,0.9902525025984913
mlp_tuned_all,1,2020-02-14,0.983770588803618
mlp_tuned_all,1,2020-02-18,0.9871661383458863
mlp_tuned_all,1,2020-02-19,0.9801431357257124
mlp_tuned_all,1,2020-02-20,0.9763687888619
mlp_tuned_all,1,2020-02-21,0.9491848382899989
mlp_tuned_all,1,2020-02-24,0.9530857515702728
mlp_tuned_all,1,2020-02-25,0.9778945283623891
mlp_tuned_all,1,2020-02-26,0.9358203754233794
mlp_tuned_all,1,2020-02-27,0.9716022233176214
mlp_tuned_all,1,2020-02-28,1.0246344829417664
mlp_tuned_all,1,2020-03-02,0.9591476630592507
mlp_tuned_all,1,2020-03-03,1.0197142694592847
mlp_tuned_all,1,2020-03-04,0.9505150982181033
mlp_tuned_all,1,2020-03-05,0.961526615899207
mlp_tuned_all,1,2020-03-06,0.8943198772103644
mlp_tuned_all,1,2020-03-09,1.018415799975645
mlp_tuned_all,1,2020-03-10,0.933352418230567
mlp_tuned_all,1,2020-03-11,0.8889776597678466
mlp_tuned_all,1,2020-03-12,1.0819624783235755
mlp_tuned_all,1,2020-03-13,0.8915549054395646
mlp_tuned_all,1,2020-03-16,1.0547725788530256
mlp_tuned_all,1,2020-03-17,0.9681507999657104
mlp_tuned_all,1,2020-03-18,1.044248569383667
mlp_tuned_all,1,2020-03-19,0.992133017475313
mlp_tuned_all,1,2020-03-20,1.008488867326018
mlp_tuned_all,1,2020-03-23,1.1681347122089785
mlp_tuned_all,1,2020-03-24,1.0859315544897856
mlp_tuned_all,1,2020-03-25,1.1352678078211913
mlp_tuned_all,1,2020-03-26,1.0377498425809926
mlp_tuned_all,1,2020-03-27,1.1111300121963024
mlp_tuned_all,1,2020-03-30,1.0622370498086993
mlp_tuned_all,1,2020-03-31,1.037786385325673
mlp_tuned_all,1,2020-04-01,1.1093610814858346
mlp_tuned_all,1,2020-04-02,1.0588188086168155
mlp_tuned_all,1,2020-04-03,1.1566718287878797
mlp_tuned_all,1,2020-04-06,1.0908156931019348
mlp_tuned_all,1,2020-04-07,1.1167416292592962
mlp_tuned_all,1,2020-04-08,1.0926179158316827
mlp_tuned_all,1,2020-04-09,1.0665592453290733
mlp_tuned_all,1,2020-04-13,1.108934136546636
mlp_tuned_all,1,2020-04-14,1.0622791533080274
mlp_tuned_all,1,2020-04-15,1.0759963302092783
mlp_tuned_all,1,2020-04-16,1.1246328908357073
mlp_tuned_all,1,2020-04-17,1.0734551618261778
mlp_tuned_all,1,2020-04-20,1.060661804708818
mlp_tuned_all,1,2020-04-21,1.119605480544056
mlp_tuned_all,1,2020-04-22,1.0962607275732783
mlp_tuned_all,1,2020-04-23,1.1096369670998976
mlp_tuned_all,1,2020-04-24,1.1144526186524752
mlp_tuned_all,1,2020-04-27,1.092183246751333
mlp_tuned_all,1,2020-04-28,1.121107151139372
mlp_tuned_all,1,2020-04-29,1.095288986218047
mlp_tuned_all,1,2020-04-30,1.0766117597716016
mlp_tuned_all,1,2020-05-01,1.107144840211907
mlp_tuned_all,1,2020-05-04,1.104285739954086
mlp_tuned_all,1,2020-05-05,1.092551960197484
mlp_tuned_all,1,2020-05-06,1.10830145423918
mlp_tuned_all,1,2020-05-07,1.1140033544368289
mlp_tuned_all,1,2020-05-08,1.0912240625812437
mlp_tuned_all,1,2020-05-11,1.0762746506015097
mlp_tuned_all,1,2020-05-12,1.0812024112498766
mlp_tuned_all,1,2020-05-13,1.1121217551285238
mlp_tuned_all,1,2020-05-14,1.0980074915708982
mlp_tuned_all,1,2020-05-15,1.1211667364526867
mlp_tuned_all,1,2020-05-18,1.0659420819697445
mlp_tuned_all,1,2020-05-19,1.1008390796794003
mlp_tuned_all,1,2020-05-20,1.0750752573988756
mlp_tuned_all,1,2020-05-21,1.0828604780340438
mlp_tuned_all,1,2020-05-22,1.1043205139008638
mlp_tuned_all,1,2020-05-26,1.1070993133148572
mlp_tuned_all,1,2020-05-27,1.0902291018953296
mlp_tuned_all,1,2020-05-28,1.0982217665188996
mlp_tuned_all,1,2020-05-29,1.1059563114687956
mlp_tuned_all,1,2020-06-01,1.1098166241414305
mlp_tuned_all,1,2020-06-02,1.1171155351692934
mlp_tuned_all,1,2020-06-03,1.091784485534827
mlp_tuned_all,1,2020-06-04,1.109464444964276
mlp_tuned_all,1,2020-06-05,1.0911973213417836
mlp_tuned_all,1,2020-06-08,1.0806897790293293
mlp_tuned_all,1,2020-06-09,1.088571097949602
mlp_tuned_all,1,2020-06-10,1.021684552130486
mlp_tuned_all,1,2020-06-11,1.1100291340588906
mlp_tuned_all,1,2020-06-12,1.102461439886631
mlp_tuned_all,1,2020-06-15,1.110157916506677
mlp_tuned_all,1,2020-06-16,1.0774484230353736
mlp_tuned_all,1,2020-06-17,1.087677098298849
mlp_tuned_all,1,2020-06-18,1.0795807118380298
mlp_tuned_all,1,2020-06-19,1.0865369678487917
mlp_tuned_all,1,2020-06-22,1.08343667805251
mlp_tuned_all,1,2020-06-23,1.0478497759276433
mlp_tuned_all,1,2020-06-24,1.090762341541942
mlp_tuned_all,1,2020-06-25,1.0438981819901645
mlp_tuned_all,1,2020-06-26,1.0948501236581232
mlp_tuned_all,1,2020-06-29,1.0925197791260786
mlp_tuned_all,1,2020-06-30,1.0796502286820349
mlp_tuned_all,1,2020-07-01,1.0790202192245664
mlp_tuned_all,1,2020-07-02,1.0858578674107946
mlp_tuned_all,1,2020-07-06,1.0573872584774766
mlp_tuned_all,1,2020-07-07,1.0737692571837392
mlp_tuned_all,1,2020-07-08,1.0560310885062096
mlp_tuned_all,1,2020-07-09,1.0810014584206653
mlp_tuned_all,1,2020-07-10,1.0688025602707008
mlp_tuned_all,1,2020-07-13,1.0832645064107609
mlp_tuned_all,1,2020-07-14,1.0780875007736024
