rebalance_freq,edge_type,model_count,prediction_rmse,prediction_mae,prediction_rank_ic,portfolio_annualized_return,portfolio_sharpe,portfolio_sharpe_daily,portfolio_sharpe_annualized,portfolio_sortino_annualized,portfolio_max_drawdown,portfolio_turnover
1,sector,2,0.0199871052190655,0.013147336177245502,0.0046422621246335,0.0977502718498795,0.034104200792459,0.034104200792459,0.5413874037567651,0.6697672169942266,-0.31850105866787204,0.5754378980891716
1,granger,2,0.019998798605465003,0.013144147932450001,-0.004601885370327,0.09235988454862851,0.0331859450143175,0.0331859450143175,0.5268105451832941,0.6703250908278411,-0.306827084647851,0.5170780254777065
1,corr,2,0.020010038067939502,0.0131515442363725,0.00670432664693,0.087882382453471,0.031809161112428,0.031809161112428,0.5049547783024341,0.630617792495364,-0.302811754937637,0.536027070063694
1,corr+sector+granger,2,0.0199709672602375,0.0131482683169995,-0.003820739993669319,0.08330830193823051,0.031231615809705,0.031231615809705,0.49578653085116453,0.6229025695395356,-0.28617020342265154,0.5611863057324841
5,sector,2,0.0199871052190655,0.013147336177245502,0.0046422621246335,0.132376908002921,0.042875717947824,0.042875717947824,0.6806309218397515,0.8146288462839371,-0.32931430169861553,0.14355095541401253
5,corr+sector+granger,2,0.0199709672602375,0.0131482683169995,-0.003820739993669319,0.11703753734550401,0.0402089190292675,0.0402089190292675,0.6382968014290595,0.7628983941140695,-0.32151392431849857,0.14068471337579552
5,granger,2,0.019998798605465003,0.013144147932450001,-0.004601885370327,0.1175502753436235,0.039465487303637005,0.039465487303637005,0.626495188652415,0.7604314696724461,-0.33460494087441206,0.13515127388535003
5,corr,2,0.020010038067939502,0.0131515442363725,0.00670432664693,0.11077457332840451,0.038427625495201505,0.038427625495201505,0.610019643210177,0.735414355459103,-0.326242659507181,0.137898089171974
