ticker,feature,adf_p,kpss_p
XOM,mom_21d,3.850201106503803e-22,0.1
XOM,vol_5d,1.0344038560057846e-11,0.07525168202937273
XOM,vol_20d,4.6316194670850465e-10,0.06786066824397909
XOM,vol_60d,6.291123802050622e-09,0.05609544696834435
XOM,drawdown_20d,5.043615154155667e-22,0.024597838314229892
XOM,volume_pct_change,0.0,0.1
XOM,vol_z_5,0.0,0.08208180314666871
XOM,vol_z_20,4.802477779713706e-29,0.1
XOM,rsi_14,3.2693628569751314e-21,0.1
XOM,macd_line,2.28611860751538e-30,0.1
XOM,macd_signal,2.284465871934682e-30,0.1
XOM,macd_hist,0.0,0.1
