run_key,run_tag,model_family,model_name,edge_type,seed,target_type,target_horizon,rebalance_freq,split_id,config_hash,inclusion_status
bf9a5e43e198,graphlasso_linear_retune_medium,xgboost,graphlasso_linear,graphlasso,42,regression,1,1,e677b2c83d8f,ac817b3b8ca4,included
e7ba2d09b1d2,graphlasso_linear_retune_medium,xgboost,graphlasso_linear,graphlasso,42,regression,1,5,e677b2c83d8f,ac817b3b8ca4,included
