experiment_id,timestamp,seed,model_name,model_family,edge_type,directed,graph_window,target_type,target_horizon,lookback_window,protocol_version,split_train_end,split_val_start,split_test_start,rebalance_freq,baseline_version,target_policy_hash,split_id,config_hash,run_key,prediction_rows,prediction_unique_pairs,prediction_rmse,prediction_mae,prediction_rank_ic,portfolio_final_value,portfolio_cumulative_return,portfolio_annualized_return,portfolio_annualized_volatility,portfolio_sharpe,portfolio_sharpe_daily,portfolio_sharpe_annualized,portfolio_sortino_annualized,portfolio_max_drawdown,portfolio_turnover,runtime_train_seconds,runtime_inference_seconds,run_tag,out_dir,artifact_prefix,category
graphlasso_linear_retune_medium_1772040946_reb1,2026-02-25 17:35:46,42,graphlasso_linear,xgboost,graphlasso,False,2010-01-01..2020-01-01,regression,1,60,v1_thesis_core,2015-12-31,2016-01-01,2020-01-01,1,price_bh_v2_eqw_v1,92b426b26106,e677b2c83d8f,ac817b3b8ca4,bf9a5e43e198,40192,40192,0.020002283050528,0.013127531253621,0.006435047221727001,1.401273809829456,0.414350072454211,0.07203084071039201,0.22193672901048303,0.026203397554917,0.026203397554917,0.415966338140386,0.531119450934259,-0.32232673502708303,0.555095541401273,25.50920796394348,0.000696182250976,graphlasso_linear_retune_medium,experiments_retune/graphlasso_linear,graphlasso_linear,graph_feature
graphlasso_linear_retune_medium_1772040947_reb5,2026-02-25 17:35:47,42,graphlasso_linear,xgboost,graphlasso,False,2010-01-01..2020-01-01,regression,1,60,v1_thesis_core,2015-12-31,2016-01-01,2020-01-01,5,price_bh_v2_eqw_v1,92b426b26106,e677b2c83d8f,ac817b3b8ca4,e7ba2d09b1d2,40192,40192,0.020002283050528,0.013127531253621,0.006435047221727001,1.720628900385555,0.7366852879547511,0.11711250581207601,0.22146125309826803,0.037980567256214,0.037980567256214,0.602923245858214,0.7369788606180081,-0.357221223063237,0.135987261146496,25.50920796394348,0.000696182250976,graphlasso_linear_retune_medium,experiments_retune/graphlasso_linear,graphlasso_linear,graph_feature
