rebalance_freq,source_run_tag,global_start_date,global_end_date,global_final_value,test_start_date,test_end_date,test_final_value,test_rebased
1,graphlasso_linear_retune_medium,2010-01-04,2024-12-30,16.50693030759141,2020-01-02,2024-12-27,4.09264608296267,True
5,graphlasso_linear_retune_medium,2010-01-04,2024-12-30,16.50693030759141,2020-01-02,2024-12-27,4.09264608296267,True
